date(float),date(yyyy-mm-dd),dN,dE,dU,sN,sE,sU
2015.85205,2015-11-07,-154.5680,219.1610,15.4330,0.8700,0.8440,3.6390
2015.85479,2015-11-08,-158.1360,221.1980,15.2090,0.8840,0.8500,3.7530
2015.85753,2015-11-09,-156.9690,220.6280,12.6340,0.8610,0.8290,3.6560
2015.86027,2015-11-10,-156.0190,221.7570,7.3930,0.8770,0.8460,3.6720
2015.86301,2015-11-11,-159.2530,220.4820,10.4420,0.8490,0.8160,3.5190
2015.86575,2015-11-12,-160.3380,222.6500,5.0040,0.8210,0.7890,3.4140
2015.86849,2015-11-13,-157.5100,220.2470,11.1900,0.8580,0.8420,3.6580
2015.87123,2015-11-14,-158.7500,219.2860,13.0280,0.8460,0.8170,3.5430
2015.87397,2015-11-15,-157.5740,220.6530,17.7170,0.8400,0.8070,3.4970
2015.87671,2015-11-16,-159.3120,221.7300,12.3840,0.8380,0.8130,3.5620
2015.87945,2015-11-17,-157.9910,220.8760,10.3770,0.8750,0.8250,3.6090
2015.88219,2015-11-18,-156.6300,220.3600,7.4110,0.8400,0.8070,3.4860
2015.88493,2015-11-19,-156.5940,217.4010,22.8120,0.8770,0.8440,3.7020
2015.88767,2015-11-20,-162.4840,224.1000,18.7730,0.9010,0.8620,3.8100
2015.89041,2015-11-21,-157.4010,221.2210,2.1980,0.9140,0.8830,3.8480
2015.89315,2015-11-22,-156.8050,220.6940,19.9410,0.8800,0.8580,3.7040
2015.89589,2015-11-23,-157.0860,220.4050,5.7560,0.9040,0.8660,3.8060
2015.89863,2015-11-24,-156.1390,221.2510,9.0680,0.8500,0.8250,3.5650
2015.90137,2015-11-25,-158.2890,220.7260,14.6330,0.9090,0.8610,3.7270
2015.90411,2015-11-26,-160.6230,222.4180,4.3700,0.8900,0.8560,3.6970
2015.90685,2015-11-27,-161.4730,223.2440,6.3490,0.8040,0.7720,3.3330
2015.90959,2015-11-28,-158.5580,222.8420,4.9570,0.8900,0.8630,3.7050
2015.91233,2015-11-29,-161.1870,224.0270,13.8340,0.8740,0.8260,3.6290
2015.91507,2015-11-30,-158.7980,225.2990,13.4760,0.8550,0.8420,3.6720
2015.91781,2015-12-01,-156.2990,223.4290,9.6150,0.8600,0.8460,3.6620
2015.92055,2015-12-02,-159.5410,222.7740,12.2200,0.8630,0.8370,3.6820
2015.92329,2015-12-03,-161.3410,222.8590,14.5790,0.9030,0.8610,3.8110
2015.92603,2015-12-04,-162.1670,224.7670,8.0770,0.8340,0.8030,3.4190
2015.92877,2015-12-05,-162.6720,222.1820,6.2820,0.8530,0.8340,3.6240
2015.93151,2015-12-06,-161.4900,224.2250,4.9380,0.8930,0.8570,3.7820
2015.93425,2015-12-07,-159.2340,223.4000,7.4530,0.9170,0.8630,3.8050
2015.93699,2015-12-08,-161.9540,222.1350,12.4820,0.9600,0.9140,4.0380
2015.93973,2015-12-09,-162.5710,223.1350,18.6160,0.8440,0.8260,3.6660
2015.94247,2015-12-10,-164.5130,223.0310,8.8240,0.9150,0.8950,3.8670
2015.94521,2015-12-11,-163.0550,223.0220,6.9360,0.9540,0.9000,3.9710
2015.94795,2015-12-12,-160.3090,222.6500,5.2530,0.8860,0.8600,3.8470
2015.95068,2015-12-13,-156.9000,222.7620,20.4050,0.8700,0.8520,3.8710
2015.95342,2015-12-14,-159.8840,221.1000,7.3190,0.8540,0.8200,3.5650
2015.95616,2015-12-15,-161.8290,221.8490,10.0600,0.8810,0.8500,3.6640
2015.95890,2015-12-16,-165.8350,225.3930,10.4680,0.9990,0.9720,4.1940
2015.96164,2015-12-17,-161.0080,222.6980,3.6480,0.8480,0.8480,3.6160
2015.96438,2015-12-18,-158.9870,222.3880,6.3000,0.8470,0.8480,3.6720
2015.96712,2015-12-19,-158.2200,223.1270,11.8180,0.7950,0.7800,3.3750
2015.96986,2015-12-20,-158.7570,223.0520,6.0810,0.8890,0.8700,3.8370
2015.97260,2015-12-21,-159.1880,222.7190,12.6140,0.8440,0.8300,3.6270
2015.97534,2015-12-22,-158.5750,225.2330,9.4720,0.8590,0.8470,3.7770
2015.97808,2015-12-23,-159.5190,219.0620,17.2680,0.8490,0.8210,3.5750
2015.98082,2015-12-24,-158.9460,221.1900,21.0780,0.8720,0.8510,3.7430
2015.98356,2015-12-25,-160.0430,227.0300,11.6400,0.8620,0.8520,3.6630
2015.98630,2015-12-26,-160.0980,224.1630,5.9640,0.7960,0.7760,3.3550
2015.98904,2015-12-27,-159.7880,222.9490,9.4040,0.8190,0.8090,3.4640
2015.99178,2015-12-28,-160.9710,224.5900,5.3200,0.8870,0.8620,3.6730
2015.99452,2015-12-29,-158.8450,224.0190,10.8060,0.8690,0.8450,3.7320
2015.99726,2015-12-30,-160.2180,223.1730,13.2520,0.8000,0.7830,3.4050
2016.00000,2015-12-31,-159.2090,224.3670,12.4530,0.8840,0.8550,3.6880
2016.00273,2016-01-01,-159.9360,222.7420,6.5280,0.8030,0.7930,3.4250
2016.00546,2016-01-02,-159.5500,221.8320,17.1480,0.8280,0.8180,3.5340
2016.00820,2016-01-03,-163.1610,226.7490,14.2080,0.8220,0.8030,3.5330
2016.01093,2016-01-04,-161.3170,223.2100,9.2250,0.8340,0.8180,3.5260
2016.01366,2016-01-05,-162.4200,226.6580,10.8410,0.8870,0.8640,3.7570
2016.01639,2016-01-06,-160.9440,223.7800,9.0770,0.8780,0.8690,3.7450
2016.01913,2016-01-07,-163.7420,227.3070,7.9050,0.8650,0.8480,3.7590
2016.02186,2016-01-08,-161.4780,227.2310,9.6020,0.9590,0.9380,4.1640
2016.02459,2016-01-09,-161.3350,225.4430,5.8930,0.8230,0.8190,3.4980
2016.02732,2016-01-10,-157.2660,226.7930,15.1460,0.8320,0.8180,3.5180
2016.03005,2016-01-11,-163.5330,225.3290,10.7940,0.8050,0.7860,3.4080
2016.03279,2016-01-12,-160.2670,224.7540,12.9610,0.7960,0.7920,3.4040
2016.03552,2016-01-13,-163.5170,225.1470,2.6710,0.8030,0.8060,3.4020
2016.03825,2016-01-14,-161.8250,225.8680,18.9020,0.7950,0.7910,3.3780
2016.04098,2016-01-15,-160.6140,227.8620,13.7600,0.8740,0.8370,3.6760
2016.04372,2016-01-16,-159.6310,226.0110,15.3910,0.8940,0.8760,3.8220
2016.04645,2016-01-17,-161.2790,224.3650,22.4090,1.1460,1.1230,5.0010
2016.04918,2016-01-18,-161.6950,226.2100,11.0360,0.8890,0.8750,3.7170
2016.05191,2016-01-19,-160.9450,224.7260,14.4130,0.8300,0.8200,3.4840
2016.05464,2016-01-20,-158.5310,225.3210,5.9350,0.7910,0.7840,3.3280
2016.05738,2016-01-21,-158.6040,226.2710,-5.1740,0.8170,0.8010,3.4270
2016.06011,2016-01-22,-160.0980,223.6050,7.6570,1.1010,1.0950,4.7920
2016.06284,2016-01-23,-158.2300,222.6580,10.2770,0.8000,0.7950,3.3640
2016.06557,2016-01-24,-158.2300,220.6380,2.7920,0.8910,0.8750,3.7110
2016.06831,2016-01-25,-161.7900,226.6300,6.3630,0.8720,0.8630,3.6680
2016.07104,2016-01-26,-162.7760,228.2590,6.8400,0.8550,0.8430,3.6030
2016.07377,2016-01-27,-163.1550,225.6420,18.0700,0.7970,0.7980,3.3920
2016.07650,2016-01-28,-162.2630,229.3100,5.6660,0.8170,0.8140,3.4980
2016.07923,2016-01-29,-161.2890,229.2410,4.8160,0.8560,0.8800,3.6850
2016.08197,2016-01-30,-162.3800,227.5530,19.3760,0.9230,0.9410,3.9770
2016.08470,2016-01-31,-159.8250,224.3160,11.9450,0.8100,0.8290,3.4190
2016.08743,2016-02-01,-160.1370,229.5340,12.1220,0.8080,0.8090,3.4430
2016.09016,2016-02-02,-161.0570,229.1850,10.2390,0.8450,0.8510,3.5700
2016.09290,2016-02-03,-160.3530,225.6070,7.9460,0.7920,0.7920,3.3270
2016.09563,2016-02-04,-160.9350,225.7320,10.3130,0.8050,0.8140,3.4710
2016.09836,2016-02-05,-163.7150,227.3670,18.9590,0.8880,0.8880,3.7160
2016.10109,2016-02-06,-161.4230,228.5880,15.1640,1.1670,1.1790,4.9310
2016.10383,2016-02-07,-161.4250,230.4110,5.6840,0.9580,0.9220,3.9570
2016.10656,2016-02-08,-159.9460,227.1290,11.2660,0.7940,0.7950,3.3370
2016.10929,2016-02-09,-159.4050,227.1540,11.8140,0.7970,0.7970,3.3690
2016.11202,2016-02-10,-161.6680,228.7330,15.5950,0.8100,0.8120,3.3750
2016.11475,2016-02-11,-161.9850,228.7380,15.5120,1.0190,1.0170,4.3190
2016.11749,2016-02-12,-158.2670,227.1120,16.9810,0.8650,0.8690,3.6380
2016.12022,2016-02-13,-161.4240,227.0000,20.0290,0.8370,0.8380,3.5200
2016.12295,2016-02-14,-155.7470,226.9950,7.5920,0.8910,0.8900,3.7840
2016.12568,2016-02-15,-159.6050,221.3450,9.7420,0.8060,0.8080,3.3900
2016.13115,2016-02-17,-160.6010,227.9370,17.4770,0.8320,0.7990,3.4150
2016.13388,2016-02-18,-158.4510,224.9900,12.7920,0.7940,0.7930,3.3290
2016.13661,2016-02-19,-158.3350,227.7060,8.4780,0.8080,0.8000,3.3910
2016.13934,2016-02-20,-161.7890,227.7820,13.1180,0.8040,0.8010,3.4020
2016.14208,2016-02-21,-159.7700,228.4310,5.3630,0.7980,0.7990,3.3310
2016.14481,2016-02-22,-159.8210,226.1350,21.9220,0.8020,0.8020,3.3800
2016.14754,2016-02-23,-160.5270,225.6560,26.4180,0.8070,0.8130,3.4170
2016.15027,2016-02-24,-160.7590,225.7880,17.4240,0.8090,0.8010,3.3900
2016.15301,2016-02-25,-162.2590,227.7920,5.6890,0.7910,0.7930,3.3100
2016.15574,2016-02-26,-162.4700,227.6570,7.9910,0.8160,0.7970,3.4360
2016.15847,2016-02-27,-162.5080,230.0280,12.9410,0.8120,0.8170,3.4170
2016.16120,2016-02-28,-158.8740,227.9750,16.2290,0.8240,0.8060,3.5030
2016.16393,2016-02-29,-159.8650,229.2750,15.1900,0.8100,0.7960,3.4050
2016.16667,2016-03-01,-159.0120,227.9170,9.2510,0.8150,0.7960,3.3270
2016.17213,2016-03-03,-161.1150,228.0560,13.7810,0.8010,0.7990,3.3520
2016.17486,2016-03-04,-159.2480,226.4270,13.7300,0.8410,0.8360,3.4810
2016.17760,2016-03-05,-158.5160,227.6530,13.2890,0.8160,0.8130,3.4130
2016.18033,2016-03-06,-157.8770,226.4510,12.0920,0.8010,0.7950,3.3230
2016.18306,2016-03-07,-159.6630,226.3660,12.1400,0.8130,0.7990,3.4310
2016.18579,2016-03-08,-159.7260,227.6380,33.2160,0.8470,0.8460,3.6270
2016.18852,2016-03-09,-159.1610,227.9830,6.5180,0.8270,0.8150,3.4950
2016.19126,2016-03-10,-160.8370,229.9780,0.7870,0.7980,0.7990,3.3470
2016.19399,2016-03-11,-161.6070,231.7800,10.6250,0.7760,0.7800,3.2300
2016.19672,2016-03-12,-161.0050,229.0780,19.3810,0.7840,0.7860,3.2890
2016.19945,2016-03-13,-160.0820,231.4890,4.4600,0.8110,0.8090,3.4480
2016.20219,2016-03-14,-165.0210,229.6290,19.6770,0.8090,0.8020,3.3410
2016.20492,2016-03-15,-161.3340,225.5880,11.0560,0.7980,0.7890,3.2830
2016.20765,2016-03-16,-160.8210,229.2550,18.1170,0.8370,0.8130,3.4110
2016.21038,2016-03-17,-162.4520,228.6750,22.2560,0.8310,0.8360,3.4530
2016.21311,2016-03-18,-161.8790,226.4210,25.3490,0.8490,0.8330,3.5140
2016.21585,2016-03-19,-161.8000,226.9230,7.7850,0.8100,0.8240,3.4360
2016.21858,2016-03-20,-162.6190,228.0140,12.0740,0.7940,0.7880,3.3000
2016.22131,2016-03-21,-160.3570,229.5110,26.0200,0.7790,0.7800,3.2160
2016.22404,2016-03-22,-159.7140,228.4590,13.9140,0.7760,0.7790,3.2110
2016.22678,2016-03-23,-159.4230,229.5160,18.3130,0.7900,0.7970,3.3020
2016.22951,2016-03-24,-161.7100,230.3940,16.9680,0.7820,0.7790,3.2170
2016.23224,2016-03-25,-161.8150,229.9070,14.8790,0.7840,0.7840,3.2570
2016.23497,2016-03-26,-162.9420,232.7780,17.9950,0.8090,0.8110,3.3320
2016.23770,2016-03-27,-163.1420,229.5030,9.5120,0.7820,0.7830,3.2210
2016.24044,2016-03-28,-162.5870,228.1450,5.2640,0.7710,0.7730,3.1860
2016.24317,2016-03-29,-161.0990,228.8440,5.4780,0.8030,0.8120,3.3630
2016.24590,2016-03-30,-161.3920,229.7420,15.2520,0.7950,0.8000,3.3450
2016.24863,2016-03-31,-155.9680,227.1560,24.0060,0.7990,0.8000,3.3330
2016.25137,2016-04-01,-158.2720,227.9080,13.6370,1.1760,1.2320,5.0600
2016.25683,2016-04-03,-157.2350,228.6750,13.8440,0.9170,0.9080,3.7770
2016.25956,2016-04-04,-161.7730,230.9410,13.3570,0.7820,0.7890,3.2650
2016.26230,2016-04-05,-158.8970,228.4060,18.1440,0.7900,0.7870,3.2740
2016.26503,2016-04-06,-160.7940,230.7700,14.9950,0.7960,0.8050,3.3450
2016.26776,2016-04-07,-160.5180,232.2810,14.4400,0.7940,0.8100,3.3680
2016.27049,2016-04-08,-154.4120,229.3500,17.2290,0.8020,0.8080,3.3900
2016.27322,2016-04-09,-159.6040,231.3920,19.3450,0.7920,0.8050,3.3290
2016.27596,2016-04-10,-158.7620,229.7760,16.4450,0.8060,0.8160,3.3770
2016.27869,2016-04-11,-159.5230,229.9520,15.9910,0.7900,0.8030,3.3320
2016.28142,2016-04-12,-159.6420,229.9030,23.1750,0.7970,0.8160,3.3960
2016.28415,2016-04-13,-162.9270,231.4940,19.9100,0.8140,0.8200,3.4600
2016.28689,2016-04-14,-160.9210,231.3530,15.5230,0.8230,0.8380,3.5310
2016.28962,2016-04-15,-162.5250,229.7760,10.6190,0.7990,0.8050,3.3640
2016.29235,2016-04-16,-165.9580,233.3870,29.6910,0.8180,0.8480,3.5270
2016.29508,2016-04-17,-162.4570,229.4910,21.1320,0.8100,0.8260,3.4670
2016.29781,2016-04-18,-160.8400,230.8360,17.8200,0.7950,0.7950,3.3120
2016.30055,2016-04-19,-162.3570,231.5780,9.1670,0.7870,0.8150,3.3650
2016.30328,2016-04-20,-164.4210,232.3470,11.4870,0.7870,0.8090,3.3360
2016.30601,2016-04-21,-157.5780,227.8120,27.2890,0.8040,0.8110,3.4040
2016.30874,2016-04-22,-162.8830,233.9590,20.8040,0.8040,0.8210,3.4410
2016.31148,2016-04-23,-162.4060,231.6460,11.3390,0.8010,0.8120,3.3900
2016.31421,2016-04-24,-161.4370,232.5340,9.2130,0.7890,0.7990,3.3440
2016.31694,2016-04-25,-161.2110,228.7900,4.4040,0.7770,0.7890,3.2610
2016.31967,2016-04-26,-161.6070,229.4590,16.1630,0.7980,0.8090,3.4070
2016.32240,2016-04-27,-159.6620,232.4170,21.1000,0.8200,0.8380,3.5230
2016.32514,2016-04-28,-161.9820,231.0250,25.1030,0.7920,0.8060,3.3500
2016.32787,2016-04-29,-166.4170,228.6760,5.3760,0.7940,0.7940,3.2990
2016.33060,2016-04-30,-165.1330,230.4280,14.0820,0.7810,0.7880,3.2740
2016.33333,2016-05-01,-163.7170,230.8380,10.6190,0.7890,0.7960,3.3060
2016.33607,2016-05-02,-162.7860,224.3190,0.4350,0.8160,0.8480,3.5560
2016.33880,2016-05-03,-161.4680,228.0160,20.6030,0.8230,0.8280,3.4930
2016.34153,2016-05-04,-160.2690,228.0500,14.2920,0.8120,0.8510,3.4720
2016.34426,2016-05-05,-163.7590,225.1450,9.4460,0.8460,0.8880,3.7200
2016.34699,2016-05-06,-159.7660,230.2690,33.7110,0.8430,0.8480,3.6130
2016.34973,2016-05-07,-162.2450,230.2500,4.0480,0.8170,0.8460,3.5390
2016.35246,2016-05-08,-163.9620,231.2230,16.7250,0.8250,0.8220,3.4950
2016.35519,2016-05-09,-161.7960,225.4510,16.5460,0.8410,0.8730,3.6080
2016.35792,2016-05-10,-163.6480,229.0970,18.9390,0.8130,0.8380,3.5220
2016.36066,2016-05-11,-163.9230,227.3960,16.2020,0.7890,0.7920,3.2640
2016.36339,2016-05-12,-164.0880,227.4440,15.7910,0.7880,0.8050,3.3170
2016.36612,2016-05-13,-164.0300,226.6860,18.6330,0.8130,0.8500,3.5610
2016.36885,2016-05-14,-164.7230,225.7610,9.8220,0.7930,0.8130,3.3480
2016.37158,2016-05-15,-164.0960,228.6530,16.1300,0.8100,0.8260,3.4400
2016.37432,2016-05-16,-166.6690,228.3700,6.9840,0.7980,0.8010,3.3120
2016.37705,2016-05-17,-165.8470,228.0830,12.8010,0.7830,0.7970,3.2770
2016.37978,2016-05-18,-164.2790,228.4370,7.5370,0.7820,0.7960,3.2820
2016.38251,2016-05-19,-164.6420,226.2490,3.9240,0.7900,0.7980,3.2910
2016.38525,2016-05-20,-164.5210,228.3860,7.5890,0.7830,0.8130,3.3070
2016.38798,2016-05-21,-166.4380,231.5390,11.1370,0.7790,0.7860,3.2340
2016.39071,2016-05-22,-163.4290,227.6640,8.8840,0.7890,0.8070,3.3180
2016.39344,2016-05-23,-164.2310,230.8170,15.0270,0.7980,0.8330,3.4280
2016.39617,2016-05-24,-162.8470,227.4750,9.4620,0.7850,0.8130,3.3780
2016.39891,2016-05-25,-165.6480,229.8320,21.8800,0.8170,0.8320,3.4740
2016.40164,2016-05-26,-167.8350,229.5360,8.1980,0.7990,0.8230,3.4150
2016.40437,2016-05-27,-164.0090,229.5730,23.1540,0.8420,0.9180,3.6320
2016.40710,2016-05-28,-163.5800,228.7060,17.5920,0.7890,0.8150,3.3230
2016.40984,2016-05-29,-166.9980,232.4440,18.3940,0.7920,0.8010,3.3450
2016.41257,2016-05-30,-163.6870,229.7330,18.9760,0.8150,0.8370,3.4280
2016.41530,2016-05-31,-166.6950,228.8080,6.9970,0.7940,0.8160,3.4260
2016.41803,2016-06-01,-166.8240,230.5440,-1.4290,0.8010,0.8060,3.3750
2016.42077,2016-06-02,-167.1590,228.5900,10.1980,0.7940,0.8050,3.3140
2016.42350,2016-06-03,-166.6230,231.1580,16.5620,0.7920,0.8100,3.3630
2016.42623,2016-06-04,-164.8010,232.8230,2.8390,0.7990,0.8180,3.4250
2016.42896,2016-06-05,-166.0150,230.8710,8.0460,0.8250,0.8760,3.6650
2016.43169,2016-06-06,-167.7080,233.8430,11.4240,0.8050,0.8290,3.4370
2016.43443,2016-06-07,-168.8990,231.1980,9.2370,0.8030,0.8220,3.4750
2016.43716,2016-06-08,-167.0770,230.8500,6.6110,0.7930,0.8060,3.3780
2016.43989,2016-06-09,-166.3180,230.3960,6.9300,0.7800,0.8070,3.3090
2016.44262,2016-06-10,-167.3450,233.8880,10.3880,0.7750,0.7930,3.2550
2016.44536,2016-06-11,-169.5060,232.0040,5.3470,0.7790,0.7880,3.2500
2016.44809,2016-06-12,-167.7600,231.9640,13.9930,0.7740,0.7910,3.2440
2016.45082,2016-06-13,-168.3960,234.5000,18.6980,0.7810,0.7910,3.2600
2016.45355,2016-06-14,-167.6660,230.2780,14.5770,0.7770,0.7980,3.2690
2016.45628,2016-06-15,-171.9270,234.6540,13.8350,0.7810,0.7950,3.2930
2016.45902,2016-06-16,-167.9670,233.6930,16.8230,0.7880,0.8070,3.3230
2016.46175,2016-06-17,-168.9740,232.9820,18.6730,0.8090,0.8320,3.4700
2016.46448,2016-06-18,-167.4790,233.6610,-1.8600,0.8520,0.8930,3.7670
2016.46721,2016-06-19,-171.1660,233.5960,14.5910,0.8110,0.8640,3.5570
2016.46995,2016-06-20,-167.2900,232.0450,8.1640,0.8110,0.8280,3.4190
2016.47268,2016-06-21,-171.1420,233.3490,18.0210,0.8090,0.8640,3.5330
2016.47541,2016-06-22,-169.4110,233.6380,17.3650,0.7930,0.8270,3.4310
2016.47814,2016-06-23,-167.4990,231.1660,9.0590,0.7810,0.8020,3.3100
2016.48087,2016-06-24,-170.0810,231.8280,2.3080,0.8130,0.8760,3.4830
2016.48361,2016-06-25,-167.6190,234.2360,7.3190,0.8140,0.8420,3.5120
2016.48634,2016-06-26,-168.8400,232.1050,24.1990,0.8130,0.8550,3.5530
2016.48907,2016-06-27,-170.2470,234.3300,10.1930,0.7910,0.8240,3.4090
2016.49180,2016-06-28,-168.4170,232.9720,2.5310,0.7880,0.8160,3.3730
2016.49454,2016-06-29,-173.2340,239.5000,16.4340,0.8180,0.8810,3.6180
2016.49727,2016-06-30,-171.5780,236.2910,12.4920,0.7890,0.8280,3.3750
2016.50000,2016-07-01,-171.7030,233.8990,1.8300,0.7810,0.8260,3.3360
2016.50273,2016-07-02,-171.5270,233.2020,0.1960,0.7900,0.8160,3.3550
2016.50546,2016-07-03,-172.7220,233.7250,2.7390,0.7990,0.8390,3.4330
2016.50820,2016-07-04,-168.6000,233.9190,0.4910,0.8040,0.8330,3.4050
2016.51093,2016-07-05,-170.4090,233.5000,0.1420,0.8070,0.8520,3.5050
2016.51366,2016-07-06,-169.2520,231.0340,4.8840,0.8120,0.8450,3.5600
2016.51639,2016-07-07,-171.8140,232.2090,22.5220,0.8270,0.8590,3.5920
2016.51913,2016-07-08,-170.2310,233.7670,22.2890,0.8460,0.8860,3.6760
2016.52186,2016-07-09,-173.1040,234.6440,9.4750,0.7960,0.8180,3.3840
2016.52459,2016-07-10,-171.3180,235.4230,5.1130,0.7890,0.8320,3.4080
2016.52732,2016-07-11,-172.1110,234.9500,16.3320,0.7900,0.8140,3.3700
2016.53005,2016-07-12,-172.2160,235.7780,7.8180,0.7810,0.8040,3.2740
2016.53279,2016-07-13,-171.5310,234.7300,8.6130,0.7920,0.8090,3.3310
2016.53552,2016-07-14,-172.2770,235.4660,1.8560,0.7900,0.8200,3.3790
2016.53825,2016-07-15,-170.9770,233.8020,18.3030,0.8060,0.8230,3.3600
2016.54098,2016-07-16,-169.0630,233.7810,4.9020,0.7940,0.8110,3.3670
2016.54372,2016-07-17,-172.1370,234.3660,-1.8060,0.7860,0.8280,3.4300
2016.54645,2016-07-18,-174.0970,234.7340,10.5210,0.8010,0.8480,3.4810
2016.54918,2016-07-19,-171.8080,237.2130,9.2920,0.7920,0.8280,3.4470
2016.55191,2016-07-20,-174.8950,238.9350,16.4480,0.8490,0.9050,3.6860
2016.55464,2016-07-21,-170.4750,235.4870,16.5710,0.7880,0.8190,3.3750
2016.55738,2016-07-22,-170.3860,235.1320,1.3440,0.8330,0.8650,3.5810
2016.56011,2016-07-23,-174.8340,238.1180,9.1940,0.7850,0.8160,3.3910
2016.56284,2016-07-24,-171.9960,236.4390,0.7850,0.7930,0.8310,3.4210
2016.56557,2016-07-25,-172.9660,235.1780,8.2730,0.7860,0.8230,3.3760
2016.56831,2016-07-26,-172.2280,235.1580,7.5280,0.8160,0.8140,3.3940
2016.57104,2016-07-27,-172.2490,236.6240,2.0140,0.8250,0.8290,3.5230
2016.57377,2016-07-28,-172.7940,238.7600,21.2730,0.8110,0.8400,3.5400
2016.57650,2016-07-29,-171.4200,236.3540,-6.5220,0.8020,0.8490,3.5180
2016.57923,2016-07-30,-172.2730,236.3150,2.3650,0.7930,0.8220,3.4520
2016.58197,2016-07-31,-170.5460,233.9250,-1.4380,0.8120,0.8330,3.4480
2016.58470,2016-08-01,-168.2930,235.6550,-3.6790,0.8310,0.8720,3.5900
2016.59016,2016-08-03,-171.9200,235.4920,-5.8870,0.7890,0.8360,3.4350
2016.59290,2016-08-04,-169.0020,236.9800,0.4060,0.7830,0.8090,3.3510
2016.59563,2016-08-05,-168.6710,237.0010,1.0610,0.7770,0.7990,3.2710
2016.59836,2016-08-06,-170.3340,238.1760,0.6820,0.8060,0.8390,3.4580
2016.60109,2016-08-07,-171.9070,237.8830,20.3420,0.7940,0.8170,3.3690
2016.60383,2016-08-08,-169.6300,233.2860,5.7420,0.7960,0.8430,3.4840
2016.60656,2016-08-09,-171.1350,239.4780,6.7960,0.7930,0.8370,3.4490
2016.60929,2016-08-10,-171.7040,234.5940,12.1080,0.7940,0.8150,3.3830
2016.61202,2016-08-11,-170.8710,236.5440,7.4370,0.7900,0.8070,3.3060
2016.61475,2016-08-12,-172.6210,236.6210,13.8680,0.8420,0.8720,3.5730
2016.61749,2016-08-13,-171.1340,236.6720,9.4330,0.7790,0.8020,3.2780
2016.62022,2016-08-14,-172.8560,235.4990,9.9500,0.7880,0.8210,3.3500
2016.62295,2016-08-15,-172.0860,236.1580,6.8620,0.7760,0.8000,3.2750
2016.62568,2016-08-16,-170.0120,238.9720,5.5120,0.7840,0.8250,3.3180
2016.62842,2016-08-17,-170.2860,238.8600,6.0440,0.7740,0.7890,3.2250
2016.63115,2016-08-18,-172.0230,237.9040,17.0920,0.8090,0.8430,3.4530
2016.63388,2016-08-19,-171.6640,235.0900,9.3660,0.8350,0.8960,3.6420
2016.63661,2016-08-20,-171.1360,238.1900,15.0430,0.7860,0.8190,3.3710
2016.63934,2016-08-21,-170.0660,238.0960,10.4960,0.7810,0.8060,3.3210
2016.64208,2016-08-22,-171.5210,236.4730,9.6340,0.7810,0.8230,3.3690
2016.64481,2016-08-23,-171.3220,236.4360,10.4130,0.7840,0.8180,3.3970
2016.64754,2016-08-24,-170.0880,235.4120,8.6550,0.8010,0.8290,3.4530
2016.65301,2016-08-26,-171.1320,237.2030,-3.6640,0.8150,0.8540,3.5420
2016.65574,2016-08-27,-172.4010,237.4480,7.7370,0.7980,0.8410,3.4690
2016.65847,2016-08-28,-171.9580,237.4750,12.1960,0.7970,0.8200,3.3780
2016.66120,2016-08-29,-172.9490,236.0740,8.1110,0.7780,0.8090,3.3080
2016.66393,2016-08-30,-173.3920,235.9380,10.0110,0.7670,0.7920,3.2220
2016.66667,2016-08-31,-170.6670,236.6290,10.5100,0.7840,0.8180,3.3420
2016.66940,2016-09-01,-172.0110,235.1300,1.0720,0.7720,0.7970,3.2640
2016.67213,2016-09-02,-171.3110,237.2960,6.5010,0.7950,0.8100,3.3400
2016.67486,2016-09-03,-172.7760,237.0120,6.3100,0.7730,0.8100,3.2990
2016.67760,2016-09-04,-172.7650,234.3210,7.3710,0.7970,0.8290,3.4040
2016.68033,2016-09-05,-171.6710,234.9890,2.7410,0.8070,0.8530,3.5350
2016.68306,2016-09-06,-174.0180,235.0050,-7.5280,0.7980,0.8290,3.4040
2016.68579,2016-09-07,-172.1220,237.0410,4.8590,0.8180,0.8280,3.3850
2016.68852,2016-09-08,-171.1000,234.3420,1.1960,0.8260,0.8790,3.5220
2016.69126,2016-09-09,-169.5060,237.5470,14.5530,0.8160,0.8400,3.4210
2016.69399,2016-09-10,-172.6210,237.6310,9.7090,0.7820,0.8000,3.2550
2016.69672,2016-09-11,-171.8300,239.1030,8.3890,0.7930,0.8240,3.3700
2016.69945,2016-09-12,-171.8450,235.2990,2.2350,0.7800,0.8230,3.3370
2016.70219,2016-09-13,-170.8240,235.9280,12.4490,0.8050,0.8310,3.4190
2016.70492,2016-09-14,-171.1090,237.6060,8.0900,0.8800,0.9080,3.8090
2016.70765,2016-09-15,-172.5590,240.5230,-1.5340,0.8780,0.9040,3.7250
2016.71038,2016-09-16,-173.5380,238.4760,11.0240,0.8520,0.8750,3.6840
2016.71311,2016-09-17,-171.2130,240.6180,11.6610,0.7930,0.8270,3.4400
2016.71585,2016-09-18,-171.1210,238.4120,8.1910,0.7850,0.8050,3.3380
2016.71858,2016-09-19,-172.0490,237.7920,10.2070,0.7710,0.8010,3.2560
2016.72131,2016-09-20,-173.0640,238.2150,7.4360,0.7910,0.8120,3.3130
2016.72404,2016-09-21,-173.4460,237.6630,12.5480,0.7860,0.8050,3.2740
2016.72678,2016-09-22,-170.6630,238.9550,3.8970,0.8070,0.8510,3.4000
2016.72951,2016-09-23,-171.8410,237.1440,11.3860,0.7870,0.8400,3.3210
