#StationCode: 5AE28
#EventDetectionTime: 2022-12-07T05:09:45.988108
#SamplingRate: 100.0
#NumPoints: 27238
#StartTime: 2022-12-07T05:08:13.616108Z
#pga_x: 0.61 gal
#pga_y: 0.58 gal
#pga_z: 1.99 gal
#pga_H: 0.84 gal
#pga: 2.16 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-38.6568,15.1240,974.6624
0.01,-38.8819,14.8793,974.4176
0.02,-38.3827,14.9968,974.4176
0.03,-38.5002,14.9478,974.4862
0.04,-38.7351,15.0947,974.6330
0.05,-38.9994,14.9674,974.5253
0.06,-38.6568,14.8793,974.2610
0.07,-38.7351,14.6835,974.5057
0.08,-38.9896,14.9576,974.4470
0.09,-38.6274,14.9674,974.5155
0.10,-38.7938,15.0163,974.8581
0.11,-38.6372,15.1142,974.6428
0.12,-38.7841,15.0947,974.2121
0.13,-38.5883,15.0653,974.6624
0.14,-38.3827,14.9674,974.4862
0.15,-38.5002,15.0163,974.6232
0.16,-38.6274,14.9772,975.0050
0.17,-38.7938,14.9087,974.4666
0.18,-38.9309,15.0359,974.6330
0.19,-38.6960,15.0359,974.6917
0.20,-38.7743,15.0066,974.8973
0.21,-38.6274,15.0261,974.4470
0.22,-38.7743,14.8401,974.7211
0.23,-38.8428,14.8891,974.7896
0.24,-38.6666,14.8010,974.6624
0.25,-38.3631,15.0163,974.6232
0.26,-38.8036,14.8206,973.9967
0.27,-38.9113,15.0751,974.8875
0.28,-38.7449,14.6933,974.7309
0.29,-38.7351,15.0066,975.0539
0.30,-38.5295,15.1828,974.3589
0.31,-38.7253,14.8597,974.5057
0.32,-38.6176,14.9674,974.8092
0.33,-38.9211,14.7814,974.3100
0.34,-38.7938,14.8401,974.4568
0.35,-38.6274,15.1534,974.0457
0.36,-38.5883,14.9380,974.7896
0.37,-38.9700,15.0261,974.6721
0.38,-38.7645,14.9772,974.2219
0.39,-38.7645,15.1240,974.4568
0.40,-38.7841,15.1632,974.1729
0.41,-38.9407,15.1338,974.9658
0.42,-38.6568,15.1828,975.0343
0.43,-38.5883,14.8108,974.5449
0.44,-38.7253,15.1436,974.6134
0.45,-38.3729,14.8597,974.9169
0.46,-38.7449,14.9674,974.3100
0.47,-38.5883,15.0751,974.6819
0.48,-38.2946,14.9185,974.7896
0.49,-38.5883,15.1338,974.5449
0.50,-38.4317,15.1338,974.9169
0.51,-38.6274,15.1632,974.1435
0.52,-38.8624,14.8206,974.3687
0.53,-38.8232,14.8206,974.4568
0.54,-38.7645,14.8108,974.2708
0.55,-38.6079,15.2023,974.6526
0.56,-38.8624,15.1240,974.8973
0.57,-38.7155,14.7912,974.4372
0.58,-38.7155,14.9870,975.0148
0.59,-38.5883,15.0653,974.2512
0.60,-38.3044,15.2023,974.7309
0.61,-38.6470,15.0163,974.3295
0.62,-38.8917,14.9870,974.4862
0.63,-38.7841,15.0457,974.6526
0.64,-38.7057,15.1534,974.3981
0.65,-38.9113,14.7618,974.7113
0.66,-38.7253,14.9478,974.2023
0.67,-38.6079,14.8989,974.2316
0.68,-38.6960,14.8108,974.8386
0.69,-38.7645,14.8108,974.4862
0.70,-38.6764,15.0163,974.4862
0.71,-38.5687,15.0457,974.3002
0.72,-38.7057,14.6737,974.2414
0.73,-38.5589,15.0751,974.9756
0.74,-38.6862,14.8401,974.6036
0.75,-38.5491,14.8108,974.6526
0.76,-38.5785,15.0555,974.4078
0.77,-38.8428,14.8695,974.2219
0.78,-38.5589,14.9380,974.2414
0.79,-38.7253,14.9674,974.7994
0.80,-38.4806,14.8304,974.5743
0.81,-38.5295,15.1240,974.4078
0.82,-38.6568,14.8206,974.2512
0.83,-38.6568,14.6933,974.4078
0.84,-38.6372,14.7227,974.3589
0.85,-38.6764,14.7129,974.5449
0.86,-38.5883,14.6346,974.6819
0.87,-38.8134,15.1632,974.2121
0.88,-38.7743,15.1240,974.6330
0.89,-38.7743,15.0849,974.3981
0.90,-38.6960,14.9674,974.6036
0.91,-38.6764,14.8891,974.5253
0.92,-38.7057,14.9968,974.2806
0.93,-38.7351,14.8695,974.5938
0.94,-38.6372,14.8108,974.2414
0.95,-38.7449,14.7325,974.1435
0.96,-38.4806,14.6737,974.5057
0.97,-38.7155,15.0163,974.0261
0.98,-38.6666,14.9772,974.5938
0.99,-38.6568,14.7618,974.2512
1.00,-39.0581,14.8304,974.4470
1.01,-38.8624,15.1925,974.2414
1.02,-38.7155,14.8597,974.8288
1.03,-38.7253,14.6835,974.2806
1.04,-38.9798,14.8499,974.0946
1.05,-38.5883,15.0849,974.6330
1.06,-38.8232,14.9282,974.4959
1.07,-38.5393,15.0066,974.2610
1.08,-38.7057,14.8108,974.5057
1.09,-38.8428,14.8597,974.3883
1.10,-38.8330,15.1044,974.3295
1.11,-39.0190,15.0261,974.4764
1.12,-38.9603,14.9087,974.6917
1.13,-38.9994,14.7814,974.8581
1.14,-38.9603,14.7912,974.7309
1.15,-38.5785,14.8108,974.6330
1.16,-38.4414,14.8108,974.4764
1.17,-38.6176,14.7520,974.4078
1.18,-38.8036,14.9282,974.8875
1.19,-38.8917,14.5465,974.8483
1.20,-38.8917,15.1436,974.4470
1.21,-38.3925,14.9576,974.2316
1.22,-38.6666,14.9185,974.9756
1.23,-38.8722,15.0653,974.4568
1.24,-38.7057,14.9185,974.2414
1.25,-38.7645,14.9576,974.0848
1.26,-38.7645,14.9087,974.2414
1.27,-38.6862,15.0261,974.7798
1.28,-38.4121,15.2904,974.8092
1.29,-38.9896,14.8891,974.5253
1.30,-38.7253,14.7520,974.0457
1.31,-38.5295,14.8793,975.2301
1.32,-38.5491,14.9478,974.6036
1.33,-38.9015,14.8597,974.4862
1.34,-38.8526,14.8989,974.4372
1.35,-38.5981,14.8010,974.6819
1.36,-38.6176,15.2121,974.5645
1.37,-38.9309,14.8010,974.0848
1.38,-38.8428,15.0457,974.9560
1.39,-38.8428,14.8597,974.2414
1.40,-38.7155,14.8206,974.5547
1.41,-38.7155,14.9772,974.5743
1.42,-38.5883,15.3198,974.6232
1.43,-38.6960,15.0163,974.6526
1.44,-38.4708,15.1240,974.9658
1.45,-38.8624,14.8499,974.5449
1.46,-39.0581,14.8499,974.1240
1.47,-38.5883,15.1338,974.0554
1.48,-38.7938,15.0653,974.2414
1.49,-38.7449,14.9185,974.6526
1.50,-38.6372,14.7520,974.4176
1.51,-38.5687,14.9380,974.4470
1.52,-38.8722,14.6052,974.3981
1.53,-39.0679,14.9380,974.6721
1.54,-38.8232,15.0359,974.0065
1.55,-38.7743,14.8499,974.2121
1.56,-38.8526,14.6835,974.7896
1.57,-38.7449,15.0163,974.3981
1.58,-38.7253,15.1436,974.5351
1.59,-38.8428,15.0653,974.6526
1.60,-39.0484,14.8793,974.4470
1.61,-38.7938,14.8891,974.3002
1.62,-38.9407,14.9282,974.2414
1.63,-38.5687,14.8695,974.8875
1.64,-38.7155,15.0066,974.1338
1.65,-38.8917,15.0751,974.0261
1.66,-38.8917,14.9968,974.4568
1.67,-38.7841,14.7129,974.5449
1.68,-38.7155,14.9870,974.6917
1.69,-38.9015,14.9282,974.7015
1.70,-38.8624,15.0261,974.2414
1.71,-38.7547,14.8695,974.9854
1.72,-38.6079,14.8891,974.4959
1.73,-38.7057,15.1534,974.4862
1.74,-38.7938,14.9380,974.3295
1.75,-38.7841,15.0653,973.9771
1.76,-38.6470,15.0555,974.3002
1.77,-38.5687,14.9087,974.7602
1.78,-38.6568,14.7422,973.9771
1.79,-38.7645,15.0261,974.5547
1.80,-38.8819,15.0751,974.7309
1.81,-39.0288,14.8108,974.6721
1.82,-38.8134,15.0163,974.5938
1.83,-38.7547,15.0849,974.3295
1.84,-38.5883,15.0066,973.9478
1.85,-38.9015,15.1925,974.3002
1.86,-38.9505,15.0066,974.6721
1.87,-38.9896,14.7129,974.6036
1.88,-38.7938,14.9674,974.8092
1.89,-38.6862,15.0457,974.9365
1.90,-39.0484,15.0555,974.5743
1.91,-38.7743,15.0359,974.5351
1.92,-38.9309,15.0066,974.4568
1.93,-38.5100,15.0849,974.5253
1.94,-38.7938,15.0555,974.3197
1.95,-38.7253,14.8108,974.4274
1.96,-38.9211,14.6444,974.3785
1.97,-38.6862,14.8499,974.3002
1.98,-38.6079,14.9772,974.3883
1.99,-38.7841,15.1925,975.1322
2.00,-38.6764,14.8695,974.4078
2.01,-38.9211,15.2219,974.4862
2.02,-38.8526,14.9087,974.6917
2.03,-38.5491,14.8695,974.3589
2.04,-38.7351,14.9478,974.5253
2.05,-38.7547,14.9087,974.7113
2.06,-38.7449,14.9087,974.2708
2.07,-38.7841,14.6737,974.6819
2.08,-38.7645,14.8597,974.7602
2.09,-38.7057,15.2317,974.5253
2.10,-38.7449,14.8401,974.4274
2.11,-38.8917,14.9968,974.8483
2.12,-38.4806,14.9380,974.1044
2.13,-38.5981,14.8695,974.6819
2.14,-38.6862,14.8989,974.7896
2.15,-38.5883,15.2806,974.5351
2.16,-38.5589,15.0359,974.4470
2.17,-38.8036,15.0653,974.2316
2.18,-38.7253,14.8304,974.9952
2.19,-38.5785,14.9674,974.2806
2.20,-38.8722,14.9185,974.7896
2.21,-38.7547,14.7716,974.5840
2.22,-38.9015,14.6346,974.4372
2.23,-38.7351,14.9478,974.4862
2.24,-38.7938,14.7031,974.2316
2.25,-38.7155,14.7031,974.5057
2.26,-38.8036,14.8010,974.2316
2.27,-38.5883,14.7814,974.1142
2.28,-38.6764,14.5171,974.2512
2.29,-38.7743,14.7227,974.2806
2.30,-38.7449,14.8108,974.3393
2.31,-38.7449,14.8989,974.3589
2.32,-38.5883,15.0751,974.1729
2.33,-38.7253,14.9478,974.3100
2.34,-38.8917,14.9380,974.0554
2.35,-39.0875,15.0653,974.3589
2.36,-38.7938,14.8206,974.3100
2.37,-38.5883,14.8108,974.5057
2.38,-38.3631,15.0163,974.5351
2.39,-38.7057,14.9968,974.4176
2.40,-38.7547,15.0066,974.4274
2.41,-38.6470,15.2709,974.4470
2.42,-38.7253,14.7618,974.6819
2.43,-38.5981,14.8206,974.5743
2.44,-38.7645,15.0261,974.9071
2.45,-38.7547,14.8304,974.6721
2.46,-38.7841,14.4975,974.4568
2.47,-38.7253,14.6150,974.6526
2.48,-38.6960,14.7520,974.5938
2.49,-38.8722,14.9282,974.5057
2.50,-38.7449,14.8597,974.4959
2.51,-38.5785,14.8499,974.6036
2.52,-38.7841,14.8401,974.0261
2.53,-38.7938,14.9576,974.8483
2.54,-38.7938,14.7520,974.3981
2.55,-38.8428,14.7716,974.2708
2.56,-38.7449,14.8304,974.3687
2.57,-38.7155,14.9282,974.5155
2.58,-38.5883,14.9185,974.3197
2.59,-38.5687,14.5660,974.5155
2.60,-38.6274,14.7227,974.1435
2.61,-38.7057,14.8891,974.3491
2.62,-38.9505,15.0163,974.7994
2.63,-38.8819,14.7422,974.5547
2.64,-38.7351,14.6444,974.3687
2.65,-38.7155,14.7031,973.8401
2.66,-38.4806,15.0163,974.6036
2.67,-38.6274,15.0653,974.3981
2.68,-38.6274,14.9087,974.3295
2.69,-38.8134,14.9674,974.1338
2.70,-38.6470,15.1142,974.2708
2.71,-38.7938,14.8304,974.6330
2.72,-38.9211,14.6052,974.2708
2.73,-38.6372,15.0751,974.2610
2.74,-38.6274,14.6835,974.5351
2.75,-38.8624,14.8597,974.3197
2.76,-38.9309,14.9185,974.4372
2.77,-38.8134,14.7814,974.4666
2.78,-38.5785,14.8597,974.7211
2.79,-38.6274,14.8401,974.0848
2.80,-38.6470,15.0359,974.3491
