#StationCode: 5AFE5
#EventDetectionTime: 2022-12-07T09:35:26.455480
#SamplingRate: 100.0
#NumPoints: 30001
#StartTime: 2022-12-07T09:33:26.453240Z
#pga_x: 0.72 gal
#pga_y: 0.68 gal
#pga_z: 2.36 gal
#pga_H: 0.99 gal
#pga: 2.56 gal
#CWBIntensity: 2
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-40.9083,-135.6072,977.8438
0.01,-40.6929,-135.6953,977.9221
0.02,-40.7321,-135.7344,977.7655
0.03,-40.7419,-135.5876,977.9515
0.04,-40.7712,-135.8323,977.8829
0.05,-40.7712,-135.8225,977.6186
0.06,-40.8495,-135.9008,977.6676
0.07,-40.4286,-135.6659,977.9906
0.08,-40.5852,-135.7050,977.8144
0.09,-40.6440,-135.7148,977.2075
0.10,-41.0355,-135.8421,977.5697
0.11,-40.8006,-135.6267,978.0787
0.12,-40.7614,-135.6463,977.8438
0.13,-40.8104,-135.6757,977.7948
0.14,-41.0943,-135.7344,977.5403
0.15,-40.5852,-135.9596,977.7459
0.16,-40.8887,-135.8812,977.5207
0.17,-40.6440,-135.7540,977.8927
0.18,-40.6831,-135.9498,977.4718
0.19,-41.1041,-135.8910,977.6284
0.20,-40.8593,-135.6757,977.5795
0.21,-40.8202,-135.6072,977.9906
0.22,-40.7614,-135.4995,977.4718
0.23,-40.8691,-135.4897,977.7361
0.24,-40.8006,-135.8029,977.9221
0.25,-40.8202,-135.6365,977.3250
0.26,-40.7614,-135.5288,977.6676
0.27,-40.8887,-135.5778,977.7655
0.28,-40.9866,-135.5680,977.6676
0.29,-41.1922,-135.7638,978.0591
0.30,-40.8887,-135.6757,977.7948
0.31,-40.8495,-135.4995,977.7655
0.32,-40.9083,-135.7638,978.0494
0.33,-40.9670,-135.4212,977.9808
0.34,-40.8202,-135.8029,977.7557
0.35,-40.8104,-135.5778,977.8536
0.36,-40.9768,-136.0868,977.8829
0.37,-40.9474,-135.8323,978.3626
0.38,-41.0062,-136.0085,977.6480
0.39,-41.1041,-135.6855,977.9123
0.40,-40.6342,-135.8812,977.7851
0.41,-40.7125,-135.7344,977.8438
0.42,-40.3992,-135.7736,977.8634
0.43,-40.8397,-135.8225,977.2467
0.44,-40.5069,-135.7638,978.0396
0.45,-40.6048,-135.9498,977.6676
0.46,-40.7419,-135.4407,977.6089
0.47,-40.8104,-135.6365,977.6578
0.48,-40.6048,-135.7834,977.6578
0.49,-40.4286,-135.7148,978.1766
0.50,-40.6048,-136.0085,977.9417
0.51,-40.9376,-135.9106,977.7361
0.52,-40.9279,-135.8127,978.2353
0.53,-40.9572,-135.6757,978.2158
0.54,-40.9083,-135.9596,977.6089
0.55,-41.0551,-135.5288,977.4816
0.56,-40.7712,-135.7246,977.6284
0.57,-41.0649,-135.6072,978.0396
0.58,-40.8300,-135.5288,978.0004
0.59,-40.5852,-135.8910,978.1766
0.60,-40.7223,-135.6953,977.4816
0.61,-40.6538,-135.7834,977.7459
0.62,-40.6733,-135.7442,978.2745
0.63,-40.8593,-135.7540,978.1766
0.64,-40.6733,-135.4897,977.3837
0.65,-40.7419,-135.5974,978.1668
0.66,-41.0257,-135.5974,977.4033
0.67,-40.8691,-135.6561,977.9025
0.68,-40.8006,-135.7442,978.0787
0.69,-40.7908,-135.6463,977.8242
0.70,-40.7321,-135.6953,978.0787
0.71,-40.9376,-135.8421,977.6089
0.72,-41.2607,-135.8519,977.7655
0.73,-40.9083,-135.7931,977.4816
0.74,-40.6929,-135.6267,977.7753
0.75,-40.5363,-135.6659,977.4816
0.76,-40.6831,-135.6659,977.9319
0.77,-40.5950,-135.8910,977.5795
0.78,-40.6538,-135.9791,977.5697
0.79,-40.5852,-135.8225,977.2173
0.80,-40.6440,-135.7834,978.1277
0.81,-40.7516,-135.7344,978.0004
0.82,-40.8104,-135.8421,977.9221
0.83,-40.6538,-135.7931,977.3641
0.84,-40.6733,-135.5484,977.7753
0.85,-40.7516,-135.4995,977.8732
0.86,-40.5363,-135.7638,977.3250
0.87,-40.6733,-135.7246,977.5795
0.88,-40.7125,-135.5974,977.8732
0.89,-40.6635,-135.6365,977.5893
0.90,-40.7810,-135.8715,978.0494
0.91,-40.5754,-135.9106,978.1277
0.92,-40.8104,-135.8029,978.0004
0.93,-40.8104,-135.7736,977.9319
0.94,-40.9279,-135.7736,977.7655
0.95,-40.9768,-135.5484,977.6676
0.96,-40.6244,-135.6659,977.7361
0.97,-40.8985,-135.7344,977.9710
0.98,-40.7321,-135.8029,978.1864
0.99,-40.7712,-135.8812,977.8046
1.00,-40.8006,-135.7246,977.7067
1.01,-40.9083,-135.5484,977.9613
1.02,-40.8691,-135.8127,977.6774
1.03,-40.8789,-135.9791,978.1668
1.04,-40.7908,-135.6953,978.1668
1.05,-40.8789,-135.5974,977.6676
1.06,-41.1236,-135.4407,977.9613
1.07,-40.9670,-135.6072,978.0591
1.08,-40.9376,-135.6561,978.1375
1.09,-40.6146,-135.5582,977.6676
1.10,-40.8397,-135.7736,977.5991
1.11,-40.8104,-135.9204,977.8144
1.12,-40.8593,-135.6757,977.8536
1.13,-40.8300,-135.7442,978.1864
1.14,-40.8104,-135.7246,977.4424
1.15,-40.9083,-136.0281,977.5991
1.16,-40.9670,-135.9302,977.9710
1.17,-40.8789,-135.8812,977.8144
1.18,-40.6733,-135.6072,977.4816
1.19,-40.7614,-135.4995,977.7557
1.20,-40.8887,-135.6169,977.9319
1.21,-40.8495,-135.6365,977.8046
1.22,-40.9181,-135.8617,977.6676
1.23,-41.1432,-135.9791,977.8340
1.24,-40.8789,-135.7540,977.5991
1.25,-41.1432,-135.7442,978.2647
1.26,-40.8300,-135.9596,977.6284
1.27,-41.0355,-135.8225,978.0102
1.28,-40.7223,-135.7148,978.3430
1.29,-40.7516,-135.7638,978.0102
1.30,-41.0747,-135.8127,977.9515
1.31,-41.0943,-135.5288,977.7361
1.32,-41.0257,-135.6659,977.6186
1.33,-40.5852,-135.7148,977.6872
1.34,-40.7712,-135.9008,977.7459
1.35,-40.6733,-135.7246,978.0787
1.36,-40.6342,-135.9302,977.9515
1.37,-40.6244,-135.8127,977.7165
1.38,-40.8202,-135.9106,978.0200
1.39,-40.6929,-135.8715,977.8732
1.40,-40.7321,-135.6072,977.8144
1.41,-40.9964,-135.6169,978.0689
1.42,-41.0747,-135.6855,977.8242
1.43,-40.8397,-135.7931,976.9334
1.44,-40.8397,-135.7148,977.8536
1.45,-40.5559,-135.9302,977.5991
1.46,-40.8006,-135.6072,977.8732
1.47,-40.8006,-135.7246,978.0689
1.48,-40.7223,-135.6855,977.4131
1.49,-40.8593,-135.8519,977.9417
1.50,-40.8789,-135.9106,977.8536
1.51,-40.7614,-135.9693,977.7263
1.52,-40.7810,-135.7050,977.5207
1.53,-40.8104,-136.0966,977.7753
1.54,-40.8006,-135.9596,978.2451
1.55,-40.6538,-135.9400,978.2843
1.56,-40.9083,-135.8421,978.1668
1.57,-40.7614,-135.4701,977.8536
1.58,-40.6733,-136.0868,977.8634
1.59,-40.8202,-135.9498,978.3724
1.60,-41.0257,-135.9987,977.7655
1.61,-40.7810,-135.9106,977.6089
1.62,-40.8593,-135.7442,977.7361
1.63,-40.8202,-135.9400,977.6480
1.64,-40.6440,-136.0770,977.8144
1.65,-40.8006,-135.7540,977.3739
1.66,-40.6733,-135.7344,977.9613
1.67,-40.6635,-135.6757,978.0200
1.68,-40.8202,-135.8617,977.9319
1.69,-40.9572,-135.7736,978.2647
1.70,-40.8789,-135.6855,977.9123
1.71,-40.7321,-135.7344,977.7655
1.72,-40.8691,-135.9400,978.2158
1.73,-40.8887,-135.8029,977.8340
1.74,-40.9866,-135.6659,977.5110
1.75,-40.6831,-135.6757,978.0591
1.76,-40.8593,-135.9889,977.6970
1.77,-40.7321,-135.9106,978.4801
1.78,-40.6635,-135.9204,977.9123
1.79,-40.8104,-135.8812,977.9123
1.80,-40.9181,-136.0379,978.0298
1.81,-40.7321,-135.6953,977.3641
1.82,-40.5265,-135.7736,977.8144
1.83,-40.5657,-135.8323,977.7361
1.84,-40.7516,-136.1358,977.5110
1.85,-41.0257,-136.0085,978.2060
1.86,-40.8691,-135.7834,977.8829
1.87,-40.8593,-135.9889,978.1766
1.88,-40.9279,-135.7931,977.2271
1.89,-40.8006,-135.7540,977.5403
1.90,-41.0355,-136.0477,977.8927
1.91,-40.6929,-135.6365,978.2060
1.92,-40.6929,-136.0183,977.8732
1.93,-40.7027,-135.6757,977.8046
1.94,-40.8789,-135.9693,977.8829
1.95,-40.8300,-135.8617,977.9710
1.96,-40.6244,-135.5876,978.0102
1.97,-41.2117,-135.4603,977.4229
1.98,-40.6929,-135.8617,977.7165
1.99,-40.6048,-135.7246,978.0004
2.00,-40.8006,-135.8812,977.9221
2.01,-41.0649,-135.5191,977.5305
2.02,-40.6538,-135.6953,977.8340
2.03,-40.8887,-135.6561,977.7557
2.04,-40.9083,-135.7540,977.6480
2.05,-40.7027,-135.9008,977.8144
2.06,-40.8495,-135.4407,977.7557
2.07,-40.9279,-135.6757,978.1472
2.08,-40.9474,-135.6365,977.6382
2.09,-40.8300,-135.7344,977.4326
2.10,-40.6342,-135.7344,977.7361
2.11,-41.0062,-135.8029,978.0787
2.12,-40.7125,-135.6072,977.7067
2.13,-40.8202,-135.7246,978.1277
2.14,-40.8202,-135.6659,977.7361
2.15,-40.7810,-135.9204,977.4816
2.16,-40.4678,-135.6953,977.7361
2.17,-40.7223,-135.5680,978.3430
2.18,-40.7614,-135.6169,977.8144
2.19,-40.9474,-136.0966,977.8732
2.20,-40.8300,-135.8421,977.5991
2.21,-40.8300,-135.6659,977.4718
2.22,-40.8300,-135.8617,977.6578
2.23,-40.9376,-135.5778,977.4620
2.24,-41.0257,-135.7246,978.1081
2.25,-40.7614,-135.6659,977.8536
2.26,-41.0062,-135.4505,977.9808
2.27,-40.9376,-135.4505,977.8829
2.28,-40.9279,-135.4701,977.7165
2.29,-40.6929,-135.4603,977.9123
2.30,-40.6733,-135.7931,977.7948
2.31,-40.6440,-135.4407,977.8046
2.32,-40.4188,-135.7442,978.4801
2.33,-40.6244,-135.6953,977.6970
2.34,-40.7712,-135.7246,977.4326
2.35,-40.6831,-135.6463,977.4914
2.36,-40.3992,-135.9400,977.6284
2.37,-40.9474,-135.6855,977.1488
2.38,-40.6244,-135.5484,978.0591
2.39,-40.5363,-135.8421,977.7753
2.40,-40.8104,-135.8812,977.9613
2.41,-40.8300,-135.7442,977.6578
2.42,-40.9083,-135.5680,977.4326
2.43,-40.6635,-135.5876,977.6480
2.44,-40.7712,-135.7442,978.0787
2.45,-40.9181,-135.8029,977.5305
2.46,-40.8887,-135.6953,977.8732
2.47,-40.8887,-135.6072,977.4718
2.48,-40.7810,-135.6953,977.2467
2.49,-40.6831,-135.6659,978.1962
2.50,-40.7614,-135.5484,977.5207
2.51,-41.0649,-135.8715,977.1781
2.52,-40.7614,-135.6561,977.5403
2.53,-40.7516,-135.7931,978.0200
2.54,-40.6929,-135.8225,977.5305
2.55,-40.7223,-135.7931,978.0787
2.56,-40.9083,-135.7834,977.5305
2.57,-41.0355,-135.6953,977.2564
2.58,-40.8985,-135.7148,977.3152
2.59,-40.6342,-135.6757,977.9808
2.60,-40.6048,-135.6953,978.0298
2.61,-40.7810,-135.6365,977.8144
2.62,-40.9279,-135.5974,978.0787
2.63,-40.9376,-135.4407,977.8732
2.64,-40.9768,-135.4016,977.8927
2.65,-40.8397,-135.8225,977.0802
2.66,-40.7908,-135.8225,978.1570
2.67,-41.0062,-135.6953,977.3054
2.68,-40.7027,-135.7442,977.7655
2.69,-40.9768,-135.6659,977.7557
2.70,-40.6342,-135.7246,977.6676
2.71,-40.7027,-135.6659,977.9319
2.72,-40.8397,-135.8715,977.8634
2.73,-40.8202,-135.6072,977.8242
2.74,-41.0649,-135.8910,978.1570
2.75,-40.7810,-135.7638,977.9515
2.76,-40.9474,-135.8617,977.6676
2.77,-40.8397,-135.7344,977.6970
2.78,-40.8397,-135.7344,977.6089
2.79,-40.7125,-135.8421,977.7557
2.80,-40.5657,-135.7638,977.5599
2.81,-40.7516,-135.5876,977.6089
2.82,-40.7419,-135.8225,977.6676
2.83,-40.8593,-135.7246,977.5501
2.84,-40.7908,-135.5288,977.9025
2.85,-40.8104,-135.3820,977.7948
