#StationCode: 5AE28
#EventDetectionTime: 2022-12-05T10:43:07.607972
#SamplingRate: 100.0
#NumPoints: 27112
#StartTime: 2022-12-05T10:41:36.492972Z
#pga_x: 0.59 gal
#pga_y: 0.63 gal
#pga_z: 1.32 gal
#pga_H: 0.86 gal
#pga: 1.57 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-38.7938,15.4079,973.0472
0.01,-38.8232,15.4079,973.1549
0.02,-38.6079,15.3100,973.2136
0.03,-38.7253,15.3981,973.2234
0.04,-38.5785,15.3002,973.7520
0.05,-38.9015,15.3100,973.3898
0.06,-38.9994,15.2121,973.1157
0.07,-38.6764,15.5841,973.6443
0.08,-38.4219,15.4275,973.0668
0.09,-38.6176,15.3590,972.8220
0.10,-38.6568,15.4666,973.3408
0.11,-38.9309,15.4275,973.3213
0.12,-39.0581,15.3492,972.8318
0.13,-38.8232,15.1730,973.2038
0.14,-38.8232,15.5352,973.5170
0.15,-38.6079,15.2709,973.4192
0.16,-38.6862,15.6624,974.0163
0.17,-38.8134,15.3492,973.4877
0.18,-38.9211,15.4373,973.3506
0.19,-38.7743,15.4666,973.6737
0.20,-38.9407,15.1534,972.7241
0.21,-38.6666,15.2611,973.4192
0.22,-38.7743,15.3981,973.4975
0.23,-38.8232,15.3687,973.4779
0.24,-39.0288,15.5058,973.0178
0.25,-38.5100,15.7407,973.3702
0.26,-38.5491,15.1730,973.1157
0.27,-38.8819,15.2317,973.1157
0.28,-38.8624,15.5352,973.2332
0.29,-38.7449,15.2121,973.0374
0.30,-38.7938,15.5939,973.2038
0.31,-38.8526,15.3687,973.2038
0.32,-38.7449,15.6330,973.0374
0.33,-38.8330,15.5645,973.0863
0.34,-38.8330,15.6233,973.3898
0.35,-39.1169,15.4960,973.4192
0.36,-38.8624,15.4177,972.9786
0.37,-39.0092,15.4862,973.1255
0.38,-39.0484,15.4764,973.1549
0.39,-38.8232,15.6135,973.5268
0.40,-38.8526,15.3687,972.9689
0.41,-38.7253,15.4666,972.9982
0.42,-38.6666,15.3590,973.5954
0.43,-38.9113,15.1338,973.6345
0.44,-38.7938,15.3198,973.1255
0.45,-39.1658,15.3981,973.3311
0.46,-38.9896,15.2611,973.0765
0.47,-38.9309,15.4177,973.2234
0.48,-38.8722,15.4275,973.6639
0.49,-38.9505,15.5254,973.6149
0.50,-38.8917,15.6135,973.1549
0.51,-38.8819,15.5743,973.3311
0.52,-38.8624,15.6135,973.4094
0.53,-38.7351,15.2611,973.5366
0.54,-38.6960,15.3296,973.2625
0.55,-38.4610,15.3002,973.2919
0.56,-38.6862,15.4764,973.6149
0.57,-38.9211,15.2611,973.3702
0.58,-39.0973,15.3883,973.6247
0.59,-39.0190,15.4960,973.4681
0.60,-38.6274,15.1534,974.1435
0.61,-38.6079,15.2219,973.1842
0.62,-38.9113,15.4568,973.0570
0.63,-38.9211,15.4177,973.4779
0.64,-39.1952,15.4275,973.4485
0.65,-38.8232,15.2611,973.4192
0.66,-38.8624,15.2317,973.4877
0.67,-38.8722,15.1730,973.2430
0.68,-38.8428,15.3785,973.2527
0.69,-39.0679,15.3590,973.0961
0.70,-39.0679,15.6820,973.8009
0.71,-39.0581,15.1828,973.2038
0.72,-38.8526,15.5449,973.2136
0.73,-38.9798,15.3394,973.3604
0.74,-38.6960,15.2611,973.3898
0.75,-38.7938,15.4373,973.2136
0.76,-38.6960,15.5058,973.1353
0.77,-38.8330,15.4960,973.3898
0.78,-38.9994,15.6330,973.3604
0.79,-38.9798,15.4177,973.4094
0.80,-38.6764,15.4079,973.1549
0.81,-38.6470,15.3687,973.2430
0.82,-38.6568,15.5352,973.3506
0.83,-38.7449,15.4960,973.1646
0.84,-38.9798,15.4177,973.5464
0.85,-38.6862,15.5449,973.5170
0.86,-38.6470,15.5743,973.3311
0.87,-38.7253,15.3785,973.4094
0.88,-38.7547,15.5645,973.0961
0.89,-38.8526,15.4079,973.0765
0.90,-38.6176,15.6135,973.1842
0.91,-38.8036,15.5058,973.0080
0.92,-38.9113,15.5352,973.2919
0.93,-38.9015,15.5058,973.4192
0.94,-38.9505,15.4079,973.0570
0.95,-38.6960,15.4177,973.0374
0.96,-38.8624,15.2121,973.2038
0.97,-38.8330,15.3981,973.4877
0.98,-39.0386,15.4764,973.3800
0.99,-38.6960,15.7016,973.7324
1.00,-38.7155,15.4177,973.6737
1.01,-38.7938,15.4275,973.3506
1.02,-38.7351,15.7505,973.2430
1.03,-39.0875,15.6820,973.2136
1.04,-38.7449,15.3883,973.1646
1.05,-38.7253,15.3002,973.2919
1.06,-38.8330,15.3002,973.1255
1.07,-38.5393,15.7212,973.4583
1.08,-38.8624,15.5743,973.5268
1.09,-38.6666,15.3687,973.3213
1.10,-38.8428,15.2806,973.2723
1.11,-38.9407,15.3883,973.4681
1.12,-38.8134,15.2415,973.2527
