#StationCode: 5AF0F
#EventDetectionTime: 2022-12-02T09:07:14.887357
#SamplingRate: 100.0
#NumPoints: 27236
#StartTime: 2022-12-02T09:05:42.539357Z
#pga_x: 0.60 gal
#pga_y: 0.58 gal
#pga_z: 2.84 gal
#pga_H: 0.84 gal
#pga: 2.96 gal
#CWBIntensity: 2
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-20.7135,-3.6905,990.2269
0.01,-20.8310,-3.7786,990.6478
0.02,-20.8212,-3.6415,990.7359
0.03,-20.7429,-3.7981,990.2856
0.04,-21.1736,-3.6611,989.9919
0.05,-21.2128,-3.6905,990.5401
0.06,-20.8702,-3.3968,990.3933
0.07,-20.8212,-3.5436,990.6674
0.08,-21.0366,-3.6024,990.7261
0.09,-20.9876,-3.4066,989.8353
0.10,-21.2324,-3.6317,990.4422
0.11,-21.1345,-3.7002,989.9724
0.12,-20.8897,-3.8764,990.1290
0.13,-20.6352,-3.7296,990.6184
0.14,-20.6059,-3.8079,990.2563
0.15,-20.9974,-3.5828,990.7751
0.16,-20.9876,-3.5240,990.6087
0.17,-20.9191,-3.7002,990.7653
0.18,-21.1247,-3.7883,990.3248
0.19,-20.7527,-3.6121,990.4325
0.20,-20.7233,-3.7198,990.9708
0.21,-20.7135,-3.6121,990.6772
0.22,-21.0170,-3.7296,990.5989
0.23,-21.0072,-3.5338,990.5499
0.24,-20.7135,-3.7198,990.6870
0.25,-21.1443,-3.7981,990.9904
0.26,-21.2324,-3.8960,990.4422
0.27,-21.0268,-3.5730,990.5401
0.28,-20.8800,-3.6807,990.5695
0.29,-20.9583,-3.3381,990.6087
0.30,-20.6744,-3.3478,990.3639
0.31,-21.2030,-3.6513,990.1779
0.32,-20.8604,-3.6121,990.8142
0.33,-20.8310,-3.7296,991.0981
0.34,-20.8702,-3.6024,990.2856
0.35,-20.8800,-3.5045,990.0898
0.36,-20.6940,-3.7688,990.9904
0.37,-20.6842,-3.7883,991.2156
0.38,-20.7233,-3.6219,990.7555
0.39,-20.7429,-3.4849,990.4618
0.40,-20.8897,-3.5730,990.5499
0.41,-20.7233,-3.4751,990.5891
0.42,-20.8995,-3.7394,990.8142
0.43,-20.9289,-3.9352,990.2856
0.44,-20.8506,-3.7296,990.1192
0.45,-20.8800,-3.5828,990.3248
0.46,-20.9778,-3.6807,990.0213
0.47,-20.8310,-3.8079,990.5108
0.48,-20.9191,-3.7590,990.2465
0.49,-21.0562,-3.7100,990.2954
0.50,-21.0757,-3.8079,990.3737
0.51,-21.0562,-3.6219,990.5206
0.52,-20.8604,-3.7492,990.2954
0.53,-20.8310,-3.8079,990.5597
0.54,-20.7135,-3.9254,990.4031
0.55,-20.8212,-3.8960,990.5597
0.56,-20.8506,-3.8373,990.8925
0.57,-20.9583,-3.5143,990.6087
0.58,-20.8702,-3.5828,990.5303
0.59,-20.9876,-3.8177,990.3835
0.60,-20.6352,-3.6317,990.3639
0.61,-20.8897,-3.6513,990.6772
0.62,-20.8604,-3.7492,990.7751
0.63,-20.8604,-3.7786,990.6478
0.64,-20.6940,-3.7002,990.3639
0.65,-20.8212,-3.7394,990.3639
0.66,-20.6254,-3.7786,990.0409
0.67,-20.8800,-3.5730,990.2171
0.68,-20.7625,-3.7883,990.6870
0.69,-21.1051,-3.7688,990.4520
0.70,-20.8800,-3.5828,990.3444
0.71,-20.6352,-3.5632,990.2954
0.72,-20.6940,-3.6415,990.6478
0.73,-20.8702,-3.6121,990.5695
0.74,-20.9778,-3.7296,990.6478
0.75,-20.9485,-3.7296,991.0981
0.76,-20.7331,-3.6024,990.8142
0.77,-20.9681,-3.5730,990.3346
0.78,-20.8604,-3.7590,990.6184
0.79,-20.9191,-3.9058,990.6184
0.80,-20.8506,-3.5436,990.2269
0.81,-20.7429,-3.4457,990.0213
0.82,-21.0366,-3.5828,990.4520
0.83,-20.6450,-3.6611,990.5303
0.84,-20.7038,-3.5534,990.2171
0.85,-20.9387,-3.6415,990.4031
0.86,-20.9387,-3.6415,990.4618
0.87,-20.9191,-3.6905,990.5989
0.88,-21.1638,-3.6415,990.4814
0.89,-20.8310,-3.5632,990.1682
0.90,-21.0072,-3.7296,990.7849
0.91,-20.8604,-3.4653,990.3737
0.92,-21.2617,-3.7394,990.2073
0.93,-21.0757,-3.6317,990.2660
0.94,-20.8604,-3.7296,990.3835
0.95,-21.1051,-3.5730,990.3933
0.96,-21.0366,-3.4947,990.2758
0.97,-20.9387,-3.4849,990.2269
0.98,-20.9974,-3.6709,990.7849
0.99,-20.9387,-3.8764,990.6674
1.00,-20.9191,-3.7688,989.9822
1.01,-20.7821,-3.7198,990.3150
1.02,-20.8114,-3.7688,990.1877
1.03,-20.9485,-3.6024,990.4618
1.04,-21.1345,-3.7100,990.7457
1.05,-21.1834,-3.7492,990.2465
1.06,-21.2030,-3.5534,990.2954
1.07,-20.7233,-3.7590,990.0507
1.08,-20.7135,-3.7002,990.6478
1.09,-20.7233,-3.7492,990.5108
1.10,-20.8604,-3.8177,990.5695
1.11,-20.9191,-3.8569,990.1290
1.12,-20.8408,-3.7002,990.0409
1.13,-20.7233,-3.9450,990.5891
1.14,-21.0072,-3.9548,990.2269
1.15,-21.0855,-3.8275,990.7555
1.16,-20.9778,-3.5632,990.2073
1.17,-21.0953,-3.5338,990.5499
1.18,-20.9876,-3.4849,990.5499
1.19,-20.9876,-3.3772,990.5108
1.20,-21.0170,-3.6219,990.1094
1.21,-21.0072,-3.8960,990.2269
1.22,-20.9387,-3.5045,990.0800
1.23,-21.0464,-3.3283,991.0492
1.24,-20.8995,-3.5534,990.5499
1.25,-21.0953,-3.6415,990.2758
1.26,-20.9876,-3.4849,990.1682
1.27,-20.8506,-3.5436,990.1290
1.28,-20.8800,-3.6611,990.8044
1.29,-21.0366,-3.8079,990.3835
1.30,-21.0757,-3.7100,990.1584
1.31,-20.9583,-3.7002,989.8745
1.32,-21.1638,-3.7883,990.3835
1.33,-20.9974,-3.5534,990.8044
1.34,-21.0757,-3.6709,990.4520
1.35,-20.6744,-3.7786,990.5695
1.36,-20.9289,-3.6317,990.2367
1.37,-21.1541,-3.5240,989.9822
1.38,-21.0757,-3.2793,990.4129
1.39,-21.0072,-3.4751,990.4422
1.40,-21.1247,-3.7883,990.4814
1.41,-20.8702,-3.6024,990.0213
1.42,-20.8212,-3.5240,990.6968
1.43,-21.0268,-3.5534,990.1975
1.44,-21.2422,-3.6121,990.3639
1.45,-20.9583,-3.6024,990.6576
1.46,-20.8800,-3.8177,990.5108
1.47,-20.8016,-3.5828,990.3052
1.48,-21.0072,-3.7883,990.3639
1.49,-20.8408,-3.7002,990.5401
1.50,-20.7821,-3.9645,990.9121
1.51,-20.7429,-3.8177,990.5401
1.52,-20.9191,-3.7590,990.0605
1.53,-21.0464,-3.7394,990.8534
1.54,-20.7625,-3.6905,990.3150
1.55,-20.9093,-3.7492,990.6772
1.56,-20.8212,-3.9743,990.0898
1.57,-21.0953,-3.5926,989.9822
1.58,-20.9681,-3.8373,990.7065
1.59,-21.1345,-3.6807,990.2171
1.60,-21.1051,-3.5338,990.5303
1.61,-21.2715,-3.6905,990.2856
1.62,-20.8702,-3.7786,990.1975
1.63,-20.8897,-3.8862,990.4912
1.64,-20.9289,-3.5338,990.4325
1.65,-21.2422,-3.7100,990.5597
1.66,-21.1443,-4.0527,990.1192
1.67,-21.1149,-3.5926,990.1388
1.68,-20.9681,-3.7786,991.0100
1.69,-20.8604,-3.6513,990.4814
1.70,-21.2030,-3.7296,990.5303
1.71,-20.9778,-3.6121,990.4814
1.72,-20.8604,-3.6513,990.0017
1.73,-20.9191,-4.0722,990.3444
1.74,-20.9876,-3.7786,990.5108
1.75,-20.7527,-3.8373,990.5010
1.76,-21.0366,-3.9450,990.6282
1.77,-21.0170,-3.7100,990.2073
1.78,-20.8897,-3.7786,990.2563
1.79,-20.8212,-3.6317,990.4618
1.80,-20.8408,-3.7296,990.7457
1.81,-20.8114,-3.6513,990.4814
1.82,-21.1932,-3.8079,990.7359
1.83,-21.2422,-3.7492,990.3150
1.84,-20.9583,-3.6709,990.4618
1.85,-20.9778,-3.7786,990.6772
1.86,-21.1051,-3.9548,990.3639
1.87,-20.8702,-3.6807,990.5989
1.88,-21.1247,-3.6121,990.5597
1.89,-21.1638,-3.6807,990.5891
1.90,-20.7429,-3.8764,990.6087
1.91,-20.8995,-4.0722,990.5891
1.92,-20.9387,-3.9645,990.3346
1.93,-20.8702,-3.7296,990.7946
1.94,-20.9583,-3.7883,990.5010
1.95,-20.7919,-3.6219,990.6087
1.96,-21.0464,-3.5436,990.6282
1.97,-20.8114,-3.7590,990.5499
1.98,-20.6352,-3.8569,990.6184
1.99,-20.6744,-3.8471,990.1975
2.00,-20.8408,-3.7296,990.7359
2.01,-20.9778,-3.7688,990.1192
2.02,-20.6059,-3.7492,990.7359
2.03,-20.9485,-3.7688,990.3639
2.04,-20.8114,-3.6219,990.9513
2.05,-20.8800,-3.6807,990.9904
2.06,-20.8604,-3.7590,990.6282
2.07,-20.9974,-3.4751,990.2856
2.08,-20.9876,-3.8471,990.5108
2.09,-20.6548,-3.8079,990.6576
2.10,-20.9876,-3.6611,990.5499
2.11,-21.0366,-3.7786,990.5401
2.12,-20.8604,-3.7688,990.1094
2.13,-20.9093,-3.7590,990.3541
2.14,-20.8114,-3.6317,990.1975
2.15,-21.0072,-3.6513,990.6478
2.16,-20.6842,-3.5632,990.5989
2.17,-21.0268,-3.7296,990.2758
2.18,-20.7625,-3.7100,990.3541
2.19,-20.8800,-3.8079,990.3639
2.20,-20.9387,-3.8764,990.5695
2.21,-21.0366,-4.0527,990.8534
2.22,-20.8408,-3.8569,990.7849
2.23,-20.8800,-3.7590,990.1975
2.24,-20.9681,-3.8177,990.2954
2.25,-20.8800,-3.6317,990.5206
2.26,-20.9583,-3.7198,990.7457
2.27,-20.8604,-3.5240,990.5597
2.28,-20.9485,-3.7296,990.5108
2.29,-20.8506,-3.7688,990.4325
2.30,-21.2030,-3.8177,990.6870
2.31,-21.0562,-3.6024,990.2563
2.32,-20.9583,-3.7100,990.3346
2.33,-20.9681,-3.7100,990.1779
2.34,-20.5961,-3.4262,990.4325
2.35,-21.0464,-3.8177,990.5010
2.36,-21.2813,-3.5240,990.4227
2.37,-20.9681,-3.5730,990.1682
2.38,-20.8506,-3.5143,990.1388
2.39,-20.7625,-3.5436,990.2758
2.40,-20.9093,-3.5436,990.0703
2.41,-20.8506,-3.7296,990.1682
2.42,-20.7723,-3.8177,990.5695
2.43,-20.7919,-3.7296,990.8534
2.44,-20.7919,-3.8960,990.0213
2.45,-20.8995,-3.5534,990.6674
2.46,-20.9876,-3.7981,990.5597
2.47,-20.7233,-3.5730,990.2563
2.48,-20.9289,-3.6513,990.5891
2.49,-20.8897,-3.7883,989.5906
2.50,-20.6450,-3.7296,990.6772
2.51,-20.8604,-3.5828,990.6870
2.52,-20.9778,-4.0624,990.4227
2.53,-20.8212,-3.6611,990.4618
2.54,-20.9191,-3.7786,990.0898
2.55,-21.0072,-3.6709,990.5695
2.56,-20.7723,-3.7296,990.8240
2.57,-20.9387,-3.7394,990.0115
2.58,-20.7233,-3.6513,990.1779
2.59,-20.6646,-3.4751,990.3639
2.60,-20.7038,-3.7786,990.9611
2.61,-21.0072,-3.4947,990.7555
2.62,-20.7919,-3.4947,990.4031
2.63,-20.6940,-3.4653,989.9234
2.64,-20.6059,-3.7981,990.0507
2.65,-20.7821,-3.6317,990.3639
2.66,-21.0953,-3.5436,990.4716
2.67,-20.8310,-3.6513,990.1975
2.68,-20.7135,-3.6709,990.8827
2.69,-20.6548,-3.5240,990.2465
2.70,-20.8604,-3.7394,990.2954
2.71,-20.9485,-3.6611,990.1877
2.72,-20.7331,-3.9058,990.6576
2.73,-20.7723,-3.5926,990.6087
2.74,-20.9485,-3.7590,990.0017
2.75,-20.6548,-3.9254,990.5303
2.76,-20.8114,-4.0624,990.9513
2.77,-20.7135,-3.8862,989.9822
2.78,-20.6352,-3.6317,990.5303
2.79,-20.7429,-3.7296,990.1682
2.80,-20.7527,-3.5240,989.8745
