2013-01-24 -999 6.6340223e-2 -999 6.30501807e-2 -999 5.61171472e-2
2013-01-25 -999 6.3597858e-2 -999 5.95685355e-2 -999 5.99356256e-2
2013-01-26 -999 8.09564218e-2 -999 6.55910373e-2 -999 6.56137541e-2
2013-01-27 -999 8.8125065e-2 -999 6.28421754e-2 -999 5.99201098e-2
2013-01-28 -999 8.9681834e-2 -999 7.52438754e-2 -999 7.12366179e-2
2013-01-29 -999 1.0680471e-1 -999 7.80724585e-2 -999 7.15802684e-2
2013-01-30 -999 1.2933064e-1 -999 9.3107149e-2 -999 8.85881111e-2
2013-01-31 -999 1.0602205e-1 -999 1.010874e-1 -999 9.85885039e-2
2013-02-01 -999 1.1517029e-1 -999 9.50993672e-2 -999 8.08171555e-2
2013-02-02 -999 1.07667e-1 -999 7.94126987e-2 -999 6.23459555e-2
2013-02-03 -999 1.1231156e-1 -999 7.54722059e-2 -999 5.02580442e-2
2013-02-04 -999 1.0822654e-1 -999 6.4494051e-2 -999 6.11443818e-2
2013-02-05 -999 1.0030567e-1 -999 7.66900778e-2 -999 7.50302672e-2
2013-02-06 -999 9.37935263e-2 -999 8.70528221e-2 -999 8.68117586e-2
2013-02-07 -999 1.003188e-1 -999 8.45773071e-2 -999 8.26454461e-2
2013-02-08 -999 9.3247734e-2 -999 8.16071033e-2 -999 8.14647526e-2
2013-02-09 -999 9.70803574e-2 -999 8.13719928e-2 -999 7.9467617e-2
2013-02-10 -999 9.08659995e-2 -999 8.3041966e-2 -999 8.18322375e-2
2013-02-11 -999 9.85924453e-2 -999 9.60639864e-2 -999 9.54458192e-2
2013-02-12 -999 1.0740955e-1 -999 8.88050646e-2 -999 7.67093822e-2
2013-02-13 -999 1.0939295e-1 -999 1.0217081e-1 -999 1.0086101e-1
2013-02-14 -999 1.0950804e-1 -999 1.0292358e-1 -999 9.75235626e-2
2013-02-15 -999 1.1910376e-1 -999 1.1844487e-1 -999 1.1897147e-1
2013-02-16 -999 1.3157341e-1 -999 1.0841542e-1 -999 1.0587312e-1
2013-02-17 -999 1.1401957e-1 -999 1.0191967e-1 -999 9.4839029e-2
2013-02-18 -999 1.0249037e-1 -999 9.94589925e-2 -999 7.71512985e-2
2013-02-19 -999 1.0685732e-1 -999 9.17930901e-2 -999 9.31486636e-2
