'NACB',24.1738,121.595
'SBCB',24.7924,120.985
'SSLB',23.7876,120.954
'SYNB',23.2482,120.986
'TDCB',24.2527,121.158
'TPUB',23.3005,120.63
'YD07',25.1756,121.62
