#StationCode: 5AF0F
#EventDetectionTime: 2022-12-14T04:03:58.002180
#SamplingRate: 100.0
#NumPoints: 27177
#StartTime: 2022-12-14T04:02:26.238180Z
#pga_x: 0.71 gal
#pga_y: 0.90 gal
#pga_z: 4.18 gal
#pga_H: 1.14 gal
#pga: 4.33 gal
#CWBIntensity: 2
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-21.7316,-2.3592,989.8941
0.01,-21.7218,-2.6430,990.1682
0.02,-22.0742,-2.5843,990.5303
0.03,-21.8001,-2.4962,990.2660
0.04,-21.6729,-2.7409,990.1388
0.05,-21.6043,-2.8290,990.3737
0.06,-21.8099,-2.5158,990.4031
0.07,-21.8882,-2.5549,990.5401
0.08,-22.0351,-2.3983,990.3737
0.09,-21.5946,-2.8878,990.1682
0.10,-21.8491,-2.3494,990.5891
0.11,-22.0938,-2.5451,990.4129
0.12,-22.0351,-2.3885,990.5206
0.13,-22.1232,-2.3200,990.1779
0.14,-21.9470,-2.6332,989.9234
0.15,-22.1036,-2.3200,990.0311
0.16,-21.8980,-2.3396,990.1192
0.17,-21.7903,-2.5745,990.1290
0.18,-22.0742,-2.6626,990.6478
0.19,-21.9470,-2.5451,990.7163
0.20,-21.9861,-2.5060,990.4325
0.21,-21.8784,-2.5354,990.3248
0.22,-21.9470,-2.3200,990.6087
0.23,-21.9078,-2.5060,989.9919
0.24,-22.0546,-2.4473,989.8060
0.25,-22.2015,-2.3298,990.6282
0.26,-22.0351,-2.4570,990.1682
0.27,-21.9274,-2.5451,990.5695
0.28,-21.7218,-2.3787,990.2954
0.29,-21.8001,-2.2808,990.0898
0.30,-21.8686,-2.3298,990.2856
0.31,-21.8882,-2.4864,990.2660
0.32,-21.8099,-2.2221,990.3835
0.33,-21.7708,-2.4081,990.2563
0.34,-21.8393,-2.5256,989.9038
0.35,-21.8980,-2.7311,990.4618
0.36,-22.0840,-2.5354,990.1094
0.37,-22.1623,-2.5354,990.3639
0.38,-21.6827,-2.5549,990.3639
0.39,-21.9274,-2.2808,990.4325
0.40,-21.8980,-2.5647,990.9513
0.41,-22.0644,-2.4473,990.4618
0.42,-21.8686,-2.3787,990.8044
0.43,-22.0546,-2.3200,990.1779
0.44,-21.8295,-2.6332,989.8060
0.45,-21.9372,-2.6332,990.3052
0.46,-21.8882,-2.3494,990.5108
0.47,-21.8882,-2.4473,990.2660
0.48,-21.9763,-2.5451,990.4912
0.49,-21.8686,-2.5549,990.0507
0.50,-21.9861,-2.4766,990.2856
0.51,-21.9861,-2.3885,990.2171
0.52,-22.1036,-2.4277,990.5695
0.53,-21.6631,-2.5256,990.2660
0.54,-21.8197,-2.4473,990.1682
0.55,-21.8491,-2.2319,990.3835
0.56,-21.8980,-2.6822,990.2856
0.57,-21.9567,-2.4375,989.9528
0.58,-22.1232,-2.5451,990.2269
0.59,-22.0057,-2.5354,990.2660
0.60,-21.9763,-2.4668,990.1584
0.61,-21.8686,-2.7801,989.9332
0.62,-21.9078,-2.5158,990.2367
0.63,-21.9274,-2.6039,990.1682
0.64,-21.8491,-2.3787,990.0996
0.65,-21.8686,-2.5354,990.2954
0.66,-22.1330,-2.5256,990.0605
0.67,-21.9665,-2.5354,990.0017
0.68,-21.9763,-2.3592,990.6870
0.69,-22.1330,-2.1536,990.4520
0.70,-22.0057,-2.4962,990.5597
0.71,-21.8491,-2.0948,989.7962
0.72,-22.1917,-2.6920,990.2660
0.73,-22.0351,-2.3689,990.3933
0.74,-21.8882,-2.6137,990.4422
0.75,-21.8197,-2.2221,990.4520
0.76,-22.1917,-2.5745,990.4227
0.77,-21.9176,-2.3787,990.6968
0.78,-21.9372,-2.4570,990.4912
0.79,-21.9078,-2.4570,990.6184
0.80,-22.0057,-2.5256,990.1290
0.81,-21.8980,-2.5354,990.0800
0.82,-22.0155,-2.4766,990.0898
0.83,-21.9959,-2.4766,990.2758
0.84,-22.0155,-2.5941,990.2171
0.85,-22.0155,-2.5745,990.5499
0.86,-22.2113,-2.8094,990.0507
0.87,-21.9861,-2.4766,990.1094
0.88,-22.2113,-2.3494,990.6184
0.89,-21.8197,-2.4962,989.8157
0.90,-22.0840,-2.5549,990.2465
0.91,-22.0253,-2.4473,990.2856
0.92,-21.8980,-2.6039,990.4912
