#StationCode: 5AF0F
#EventDetectionTime: 2022-12-14T06:55:04.873944
#SamplingRate: 100.0
#NumPoints: 26872
#StartTime: 2022-12-14T06:53:36.166944Z
#pga_x: 0.59 gal
#pga_y: 0.65 gal
#pga_z: 2.04 gal
#pga_H: 0.88 gal
#pga: 2.22 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-21.8491,-2.3494,990.5401
0.01,-22.0938,-2.5060,990.4618
0.02,-22.1917,-2.5158,990.7065
0.03,-21.9176,-2.5451,989.8941
0.04,-21.8001,-2.4179,990.2367
0.05,-21.9470,-2.6039,990.5891
0.06,-21.8197,-2.5158,990.8240
0.07,-21.6141,-2.4766,990.1192
0.08,-21.8882,-2.8192,990.1388
0.09,-21.8784,-2.5060,990.4716
0.10,-21.7805,-2.4766,990.6772
0.11,-21.7610,-2.7997,990.5891
0.12,-21.8295,-2.5941,991.0785
0.13,-21.7708,-2.7409,990.0213
0.14,-21.7708,-2.4864,990.3444
0.15,-22.0546,-2.6626,990.7261
0.16,-21.8882,-2.4864,991.0687
0.17,-21.9274,-2.6724,990.7261
0.18,-21.8784,-2.6724,990.5989
0.19,-21.6631,-2.6137,989.9038
0.20,-21.6631,-2.7213,989.9626
0.21,-21.7022,-2.4570,990.3444
0.22,-21.8686,-2.7018,991.0785
0.23,-21.8686,-2.6332,990.6380
0.24,-21.8784,-2.3396,989.9919
0.25,-22.0840,-2.5158,990.4129
0.26,-21.7903,-2.7116,990.5695
0.27,-22.0644,-2.5060,990.5597
0.28,-21.9470,-2.2417,990.8925
0.29,-22.0057,-2.3787,990.2269
0.30,-22.0351,-2.5745,990.3444
0.31,-21.8686,-2.3689,990.7457
0.32,-21.9274,-2.6137,990.5010
0.33,-21.7903,-2.4962,990.7555
0.34,-21.8784,-2.3494,990.4227
0.35,-21.6827,-2.3592,990.0898
0.36,-21.8197,-2.4473,989.9626
0.37,-21.8882,-2.5941,990.9904
0.38,-21.8295,-2.4473,990.9121
0.39,-21.8295,-2.5843,989.5612
0.40,-21.7903,-2.5256,990.0507
0.41,-22.0155,-2.6822,990.7946
0.42,-21.7022,-2.3787,990.3639
0.43,-21.8589,-2.5843,990.5401
0.44,-21.8686,-2.6528,989.8941
0.45,-21.8491,-2.6039,990.9317
0.46,-22.0351,-2.5354,990.4912
0.47,-22.0742,-2.7311,990.3052
0.48,-21.9959,-2.7116,990.4227
0.49,-21.9665,-2.7801,990.4227
0.50,-22.0057,-2.3494,990.6968
0.51,-22.0351,-2.5256,990.5499
0.52,-21.7218,-2.5256,990.4814
0.53,-21.9176,-2.5256,990.8436
0.54,-21.9372,-2.3298,990.6478
0.55,-21.7218,-2.7311,990.3052
0.56,-22.0546,-2.9073,990.4325
0.57,-21.7022,-2.4277,990.9023
0.58,-21.9763,-2.8192,989.8941
0.59,-21.9078,-2.6430,990.4912
0.60,-21.4869,-2.5158,990.2171
0.61,-21.7120,-2.7409,990.4912
0.62,-21.8589,-2.8682,990.7946
0.63,-21.8491,-2.5941,990.5108
0.64,-21.8393,-2.4081,990.0017
0.65,-22.0155,-2.7311,990.4912
0.66,-21.6924,-2.6039,990.2171
0.67,-21.7708,-2.6626,990.5010
0.68,-21.9861,-2.7213,990.7065
0.69,-21.6631,-2.5158,990.4520
0.70,-21.8295,-2.5745,990.8730
0.71,-21.8001,-2.6039,989.8255
0.72,-21.8197,-2.5354,989.8549
0.73,-21.9470,-2.5354,990.0800
0.74,-21.7512,-2.5354,989.9136
0.75,-21.7218,-2.6430,990.1779
0.76,-21.8589,-2.5745,990.7359
0.77,-21.8589,-2.5647,990.3541
0.78,-21.6631,-2.5256,989.9528
0.79,-21.7610,-2.5158,990.2171
0.80,-21.8589,-2.3885,990.0017
0.81,-21.9959,-2.4277,990.1094
0.82,-22.0546,-2.6430,990.3248
0.83,-21.7512,-2.7997,990.7163
0.84,-21.7708,-2.3885,990.4814
0.85,-21.7316,-2.7116,990.4520
0.86,-21.9763,-2.3396,990.4912
0.87,-21.9470,-2.6528,990.0800
0.88,-22.1232,-2.5158,990.4129
0.89,-21.8882,-2.5941,990.0605
0.90,-21.9763,-2.4081,990.7065
0.91,-21.7805,-2.3787,990.5010
0.92,-21.6141,-2.3200,990.1877
0.93,-21.4771,-2.3200,990.3248
0.94,-21.9959,-2.5451,990.2367
0.95,-21.8099,-2.5256,990.1877
0.96,-22.0938,-2.2906,990.5108
0.97,-21.8491,-2.4864,990.3541
0.98,-21.8491,-2.6332,990.2171
0.99,-21.6435,-2.5647,990.2758
1.00,-21.7805,-2.5354,991.0492
1.01,-21.9274,-2.5451,990.4912
1.02,-21.7708,-2.7997,990.3052
1.03,-21.8980,-2.4375,990.4520
1.04,-21.9665,-2.4962,989.9626
1.05,-22.0351,-2.6235,990.0800
1.06,-21.9665,-2.3494,990.5401
1.07,-21.9959,-2.5941,990.1877
1.08,-21.8197,-2.7018,990.2758
1.09,-21.7316,-2.6332,990.2269
1.10,-22.0644,-2.8192,990.7163
1.11,-21.7805,-2.4668,990.3052
1.12,-21.8099,-2.8878,990.3639
1.13,-21.9274,-2.7997,990.5597
1.14,-21.7316,-2.7116,990.5499
1.15,-21.8980,-2.7018,990.6968
1.16,-21.4967,-2.6235,990.7065
1.17,-21.9763,-2.7213,990.0115
1.18,-21.8491,-2.5256,990.4227
1.19,-21.8980,-2.3885,990.4618
1.20,-21.7120,-2.5549,990.2563
1.21,-21.7316,-2.2906,989.9822
1.22,-21.7022,-2.5354,990.5891
1.23,-22.0253,-2.9073,990.4422
1.24,-21.9176,-2.5158,990.3541
1.25,-21.9567,-2.4277,990.1290
1.26,-21.8686,-2.5745,989.9038
1.27,-21.8099,-2.7116,990.0409
1.28,-21.8491,-2.3885,990.7359
1.29,-22.0253,-2.9171,990.2269
1.30,-22.1036,-2.8584,990.5793
1.31,-21.6729,-2.7409,990.7751
1.32,-21.8491,-2.4766,989.9919
1.33,-22.0546,-2.7213,990.2856
1.34,-21.8001,-2.6137,990.0996
1.35,-21.8980,-2.4473,990.3150
1.36,-21.9470,-2.5060,990.4031
1.37,-21.7218,-2.8584,990.2660
1.38,-22.2211,-2.4277,990.4814
1.39,-22.1232,-2.5451,990.0703
1.40,-21.9567,-2.6724,990.5597
1.41,-22.0155,-2.6039,990.7065
1.42,-21.7708,-2.5745,990.3150
1.43,-21.6631,-2.3787,990.8338
1.44,-21.9176,-2.5354,990.5303
1.45,-21.8001,-2.6332,990.8534
1.46,-21.8393,-2.6430,990.4716
1.47,-21.8980,-2.6430,989.7472
1.48,-21.8686,-2.4473,990.5108
1.49,-21.6141,-2.4962,990.3737
1.50,-21.8882,-2.4081,990.3052
1.51,-21.9274,-2.8584,990.1192
1.52,-21.9567,-2.6137,990.1779
1.53,-21.9959,-2.4081,990.4520
1.54,-21.6631,-2.5745,990.5108
1.55,-21.7414,-2.4081,990.3541
1.56,-21.8686,-2.7507,990.4129
1.57,-21.8882,-2.6920,990.1975
