#StationCode: 5ADF9
#EventDetectionTime: 2022-12-12T05:05:30.567535
#SamplingRate: 100.0
#NumPoints: 27195
#StartTime: 2022-12-12T05:03:58.626535Z
#pga_x: 1.22 gal
#pga_y: 0.67 gal
#pga_z: 3.14 gal
#pga_H: 1.40 gal
#pga: 3.44 gal
#CWBIntensity: 2
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-17.8160,-29.1517,987.0259
0.01,-17.7181,-29.3083,986.9378
0.02,-17.8943,-29.2398,987.0455
0.03,-17.9041,-29.2789,987.3293
0.04,-17.9041,-29.0538,987.1140
0.05,-17.9139,-29.1712,986.9378
0.06,-17.9824,-29.2496,987.3293
0.07,-17.8552,-29.2985,987.0650
0.08,-17.8160,-29.2496,987.1238
0.09,-17.9530,-29.2398,987.2510
0.10,-18.1488,-29.3279,987.2217
0.11,-17.9922,-29.2691,986.8790
0.12,-17.9237,-29.2594,987.3881
0.13,-17.8454,-29.0636,987.1825
0.14,-17.8356,-29.1908,986.6245
0.15,-17.6006,-29.2202,987.2314
0.16,-17.9530,-29.1321,987.0161
0.17,-17.8845,-29.2985,987.2804
0.18,-17.6300,-29.2594,987.3685
0.19,-17.7964,-29.3475,987.1238
0.20,-17.9628,-29.1517,987.1433
0.21,-17.6006,-29.1712,987.2021
0.22,-17.7964,-29.1517,987.1727
0.23,-17.8649,-29.2496,987.0552
0.24,-17.7181,-29.3181,987.2217
0.25,-17.9139,-29.1810,986.8888
0.26,-17.6887,-29.3279,987.1531
0.27,-17.7768,-29.2202,986.8790
0.28,-18.1292,-29.1321,987.0748
0.29,-18.0118,-29.2985,987.1923
0.30,-17.8454,-29.3475,987.1629
0.31,-17.8649,-29.2202,986.3994
0.32,-17.8649,-29.3475,986.7518
0.33,-17.8160,-29.2789,986.9769
0.34,-17.7573,-29.2300,986.7420
0.35,-17.9922,-29.2789,986.8105
0.36,-17.8552,-29.3964,987.0944
0.37,-18.0705,-29.2594,987.0552
0.38,-17.6692,-29.1615,987.1433
0.39,-17.6300,-29.2006,986.9378
0.40,-17.7573,-29.3572,986.9965
0.41,-17.7279,-29.0244,987.2804
0.42,-17.9530,-29.4160,986.9671
0.43,-17.6104,-29.0831,987.3979
0.44,-17.9139,-29.2398,986.9769
0.45,-17.7768,-28.9559,987.0455
0.46,-17.6104,-29.0538,986.8399
0.47,-17.9237,-29.3768,986.5266
0.48,-17.9433,-28.9950,986.8888
0.49,-17.8943,-29.2006,986.7616
0.50,-17.6398,-29.2594,987.0846
0.51,-17.9726,-29.2006,986.8203
0.52,-17.9237,-29.2300,987.0259
0.53,-17.7377,-29.1321,987.4076
0.54,-17.8845,-29.2496,987.2510
0.55,-18.0020,-29.2398,987.2314
0.56,-17.7573,-29.0734,987.1727
0.57,-17.8552,-29.3083,987.2706
0.58,-17.9530,-29.2202,986.9574
0.59,-17.9530,-29.3377,987.0944
0.60,-17.7377,-29.2496,986.9671
0.61,-17.8160,-29.3866,986.9476
0.62,-17.9335,-29.3964,986.8790
0.63,-17.7573,-29.1908,987.3391
0.64,-18.0607,-29.2985,987.2804
0.65,-18.0314,-29.1223,987.5251
0.66,-17.9433,-29.4453,986.6539
0.67,-17.9726,-29.6411,987.0357
0.68,-17.9530,-29.4062,986.9671
0.69,-17.7475,-29.1419,987.0650
0.70,-18.1292,-29.2398,987.2608
0.71,-18.2173,-29.3377,986.9182
0.72,-18.0020,-29.2594,987.0357
0.73,-17.9628,-29.3475,986.9476
0.74,-17.9335,-29.3964,987.2021
0.75,-17.8649,-29.2789,987.1140
0.76,-18.0314,-29.0048,987.2021
0.77,-17.8258,-28.8482,987.5741
0.78,-18.2173,-29.2202,987.2804
0.79,-17.8747,-29.1908,987.2902
0.80,-17.8160,-29.2006,987.0650
0.81,-17.9726,-29.3181,986.8888
0.82,-18.1292,-29.4258,987.2021
0.83,-17.6887,-29.3083,987.1629
0.84,-18.0411,-29.2496,987.1433
0.85,-18.0607,-29.3768,987.1727
0.86,-17.9628,-29.2104,986.8693
0.87,-17.8454,-29.3279,986.9182
0.88,-17.9041,-29.3768,987.1825
0.89,-17.8062,-29.2398,987.0846
0.90,-17.9922,-29.3572,987.1042
0.91,-17.6202,-29.1517,987.3489
0.92,-18.1390,-29.1321,986.7420
0.93,-18.0020,-29.3083,987.0455
0.94,-17.9433,-29.2985,986.9867
0.95,-18.0118,-29.0734,987.1140
0.96,-17.7083,-29.2398,987.3783
0.97,-17.8454,-29.0440,986.9867
0.98,-17.6398,-29.3572,987.3195
0.99,-18.0803,-29.1810,986.7420
1.00,-17.8845,-29.0831,987.0748
1.01,-18.1097,-29.2202,987.4664
1.02,-17.8356,-29.2985,987.1727
1.03,-17.8649,-29.4551,986.8497
1.04,-17.9530,-29.2202,987.3391
1.05,-17.8747,-29.2496,987.2412
1.06,-17.5517,-29.1615,987.1629
1.07,-17.6985,-29.1712,987.0748
1.08,-17.8062,-29.2398,986.9867
1.09,-17.7181,-29.3279,987.0944
1.10,-17.8552,-29.3181,987.1629
1.11,-17.6985,-29.3572,987.4272
1.12,-17.7279,-29.2006,987.0552
1.13,-17.8845,-29.3670,986.8790
1.14,-17.8160,-29.4551,987.3783
1.15,-17.9433,-29.3377,987.1238
1.16,-17.9530,-29.0929,986.8790
1.17,-17.6790,-29.2202,987.3391
