#StationCode: 5ADF9
#EventDetectionTime: 2022-12-12T04:53:25.917464
#SamplingRate: 100.0
#NumPoints: 27167
#StartTime: 2022-12-12T04:51:54.257464Z
#pga_x: 0.63 gal
#pga_y: 0.67 gal
#pga_z: 2.54 gal
#pga_H: 0.92 gal
#pga: 2.70 gal
#CWBIntensity: 2
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-17.9628,-29.2789,987.2314
0.01,-18.0314,-29.1810,987.3979
0.02,-18.0118,-29.0048,986.8007
0.03,-17.9335,-29.2691,987.1923
0.04,-17.8649,-29.1223,986.8595
0.05,-17.8062,-29.1810,986.9671
0.06,-17.8747,-29.4747,987.0650
0.07,-17.9335,-29.1908,987.0259
0.08,-17.8943,-29.4453,987.4762
0.09,-18.0999,-29.4649,986.8301
0.10,-18.0314,-29.4258,986.9084
0.11,-17.6985,-29.2594,986.9965
0.12,-17.9628,-29.2691,987.0063
0.13,-17.7768,-29.4160,987.0552
0.14,-17.8356,-29.2202,987.0063
0.15,-17.8062,-29.0146,987.5741
0.16,-18.0314,-29.4845,986.9867
0.17,-17.8747,-29.0636,986.7420
0.18,-17.7475,-29.0146,987.6915
0.19,-17.8356,-29.1908,987.1042
0.20,-17.9237,-29.4258,987.3195
0.21,-17.6398,-29.4160,987.3098
0.22,-17.9335,-29.2789,987.2412
0.23,-17.9433,-29.2398,987.1629
0.24,-17.7083,-29.2691,987.2314
0.25,-17.9922,-29.2985,986.8790
0.26,-17.9726,-29.2887,987.0161
0.27,-17.8649,-29.2300,987.0650
0.28,-18.0216,-29.4356,987.1433
0.29,-17.9335,-29.2006,986.7909
0.30,-17.9139,-29.4649,987.2119
0.31,-18.0118,-29.6607,987.3000
0.32,-18.0705,-29.2789,987.1336
0.33,-17.9726,-29.0831,987.1042
0.34,-17.9041,-29.2789,987.2510
0.35,-17.7475,-29.0538,986.9182
0.36,-17.8747,-29.2594,987.1923
0.37,-18.1195,-29.4649,987.0161
0.38,-17.9237,-29.1615,986.8399
0.39,-17.7083,-29.1223,986.8007
0.40,-17.6006,-29.2691,986.6931
0.41,-18.0901,-29.1321,987.2510
0.42,-17.6202,-29.2594,987.2804
0.43,-18.0118,-29.3475,987.0357
0.44,-18.0509,-29.3866,987.1629
0.45,-18.0803,-29.2300,986.9280
0.46,-18.1684,-29.1517,987.3489
0.47,-17.8552,-29.0048,986.9671
0.48,-18.1684,-29.0636,987.3195
0.49,-18.0999,-29.2691,987.1433
0.50,-18.0314,-29.3475,987.0846
0.51,-18.2957,-29.1615,987.4370
0.52,-18.3054,-29.2398,986.9867
0.53,-17.9726,-29.0244,986.8595
0.54,-17.9530,-29.1027,986.9084
0.55,-18.0216,-28.9363,987.3098
0.56,-18.0509,-29.0929,987.0063
0.57,-18.1292,-29.1125,987.0650
0.58,-18.0314,-29.1125,987.0357
0.59,-18.2369,-29.2006,987.1923
0.60,-18.3446,-29.0734,986.9378
0.61,-18.0020,-29.0636,987.2119
0.62,-18.1390,-29.2887,986.8203
0.63,-17.9237,-28.9755,986.8203
0.64,-18.0803,-29.2006,987.6817
0.65,-18.0803,-29.4258,987.0259
0.66,-18.3348,-29.2789,986.9378
0.67,-18.1195,-29.2398,987.0455
0.68,-18.1390,-29.1908,987.1042
0.69,-18.0314,-29.2496,986.7714
0.70,-18.0607,-29.2887,987.2412
0.71,-17.9530,-28.9950,987.3489
0.72,-18.1488,-29.2496,987.1433
0.73,-18.1586,-29.2887,987.0455
0.74,-17.7866,-29.3279,986.8301
0.75,-18.0803,-29.1712,986.9574
0.76,-17.9726,-29.2985,987.0748
0.77,-18.1097,-29.4747,986.8301
0.78,-18.0411,-29.2202,986.8888
0.79,-17.9726,-29.0440,987.3293
0.80,-17.8943,-29.0929,986.7420
0.81,-18.1880,-29.2202,986.8790
0.82,-17.8160,-29.3083,986.9378
0.83,-18.1488,-29.1321,987.0455
0.84,-18.0607,-29.3377,986.8986
0.85,-18.3054,-29.2789,987.3000
0.86,-18.1978,-29.1517,987.0748
0.87,-17.9628,-29.2594,986.8105
0.88,-18.1488,-29.3181,986.5364
0.89,-18.1097,-29.0929,987.0455
0.90,-18.1586,-29.1223,987.3000
0.91,-18.0020,-29.1223,987.1433
0.92,-18.0803,-29.2398,987.2608
0.93,-18.0607,-29.3181,986.9574
0.94,-18.1292,-29.3866,987.3685
0.95,-17.8747,-29.1223,986.5168
0.96,-17.7671,-29.3475,987.0357
0.97,-18.0803,-29.3083,986.7812
0.98,-18.2369,-29.1712,987.4370
0.99,-17.9922,-29.2887,987.3979
1.00,-18.0999,-29.3279,987.2608
1.01,-17.9139,-29.1908,987.1923
1.02,-17.9530,-29.2985,986.7812
1.03,-17.8062,-29.2398,987.3979
1.04,-17.9433,-29.3572,987.0161
1.05,-18.1097,-29.2496,987.1825
1.06,-18.0411,-28.7699,987.1923
1.07,-17.8845,-29.1125,987.1238
1.08,-18.1684,-29.2594,987.0259
1.09,-18.1195,-29.5432,986.7028
1.10,-17.9726,-29.5530,987.1433
1.11,-18.1390,-29.3181,986.5756
1.12,-18.2859,-29.2594,986.7616
1.13,-18.0607,-29.4356,987.2804
1.14,-17.9433,-29.0929,986.6147
