'GWUB', 24.5059, 121.113
'MASB', 22.6109, 120.633
'NACB', 24.1738, 121.595
'PHUB', 23.5114, 119.58
'TWGB', 22.8177, 121.08
'WFSB', 25.0715, 121.782
'WUSB', 23.9919, 121.118
'YULB', 23.3925, 121.297
