#StationCode: 5AE28
#EventDetectionTime: 2022-12-13T00:34:58.646320
#SamplingRate: 100.0
#NumPoints: 27146
#StartTime: 2022-12-13T00:33:27.199320Z
#pga_x: 0.68 gal
#pga_y: 0.73 gal
#pga_z: 1.49 gal
#pga_H: 0.99 gal
#pga: 1.79 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-38.9407,14.5269,975.0931
0.01,-38.7351,14.3996,975.4063
0.02,-38.5981,14.3898,975.0148
0.03,-38.3925,14.5465,974.9560
0.04,-38.8134,14.5073,974.9952
0.05,-38.6470,14.6052,975.2301
0.06,-38.6079,14.8108,975.0637
0.07,-38.7155,14.6248,975.0050
0.08,-38.6862,14.6737,975.0246
0.09,-38.4023,14.8499,975.3867
0.10,-38.5687,14.7814,975.1127
0.11,-38.7057,14.9576,974.8483
0.12,-38.6470,14.6346,974.7602
0.13,-39.0973,14.6346,975.1420
0.14,-38.7057,14.8793,975.1420
0.15,-38.7351,14.4682,974.2512
0.16,-38.5198,14.7814,975.1812
0.17,-38.6470,14.8010,975.3182
0.18,-38.9407,14.7031,975.1518
0.19,-38.8036,14.6052,974.8386
0.20,-38.5295,14.7422,974.9365
0.21,-38.7547,14.7129,975.1714
0.22,-38.8330,14.6835,974.7994
0.23,-38.6568,14.6933,975.1127
0.24,-38.7743,14.5171,975.4944
0.25,-38.5491,14.6933,975.5238
0.26,-38.4023,14.6444,975.2497
0.27,-38.8722,14.8108,975.0539
0.28,-38.7547,14.6933,975.6119
0.29,-38.8232,14.5856,975.1714
0.30,-38.9211,14.8989,975.2008
0.31,-38.7057,14.7716,975.3182
0.32,-38.7057,14.5954,974.9854
0.33,-38.7645,14.6248,975.2203
0.34,-38.8428,14.6150,974.9462
0.35,-38.6764,15.0849,975.2203
0.36,-38.7938,14.6933,975.2105
0.37,-38.6764,14.7129,975.3770
0.38,-38.6470,14.7618,974.8190
0.39,-38.7449,14.8793,975.3084
0.40,-38.5589,14.5465,975.1127
0.41,-38.7449,14.7129,974.7798
0.42,-38.5785,15.2023,974.9169
0.43,-38.4121,14.7422,974.5155
0.44,-38.7155,14.6835,975.2399
0.45,-38.7841,14.9185,974.9658
0.46,-38.6470,14.7227,974.8581
0.47,-38.8036,15.0066,975.0343
0.48,-38.5981,14.8989,974.6428
0.49,-38.9994,14.8695,974.9071
0.50,-38.9309,14.8597,974.7700
0.51,-38.6372,14.7520,975.3182
0.52,-38.7253,14.9380,974.9756
0.53,-38.9113,14.9087,975.7294
0.54,-38.6372,14.6444,975.0539
0.55,-38.5883,14.6444,975.2595
0.56,-38.6372,15.0066,975.5042
0.57,-38.7253,14.7912,975.4161
0.58,-38.6764,14.8989,975.5336
0.59,-38.5393,14.7031,975.0441
0.60,-38.5393,14.9478,974.8483
0.61,-38.8526,14.6835,974.9854
0.62,-38.9309,14.7227,975.2595
0.63,-38.7547,14.8793,974.9658
0.64,-38.8036,14.4388,975.5532
0.65,-38.9700,14.5367,974.8386
0.66,-38.9798,14.8793,975.2986
0.67,-38.7938,14.8010,975.1224
0.68,-38.5785,14.6541,974.8875
0.69,-38.9603,14.7129,975.2986
0.70,-39.0581,14.3213,975.3084
0.71,-39.0679,14.7814,975.2203
0.72,-38.6862,14.9772,975.3672
0.73,-38.8036,14.7325,974.9952
0.74,-38.9211,14.6933,974.7896
0.75,-38.7645,14.8108,974.5253
0.76,-38.6372,14.5073,975.2203
0.77,-38.8624,14.4290,974.9854
