#StationCode: 5AF48
#EventDetectionTime: 2022-12-13T06:27:51.257410
#SamplingRate: 100.0
#NumPoints: 30001
#StartTime: 2022-12-13T06:25:51.260410Z
#pga_x: 10.89 gal
#pga_y: 100.31 gal
#pga_z: 277.79 gal
#pga_H: 100.90 gal
#pga: 295.54 gal
#CWBIntensity: 7
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,6.0105,-20.0479,976.2580
0.01,5.9909,-20.1849,976.6104
0.02,5.8636,-19.9206,976.1601
0.03,5.9713,-20.1751,977.3739
0.04,5.7070,-19.7249,976.6104
0.05,5.9811,-20.2241,976.8062
0.06,5.6776,-20.2633,976.8845
0.07,5.6678,-20.0577,976.3167
0.08,5.9419,-20.1751,976.6593
0.09,5.9419,-20.1360,976.5027
0.10,5.7951,-20.3416,976.8062
0.11,5.8342,-20.2828,976.7670
0.12,5.7266,-20.0479,976.6789
0.13,5.7461,-20.3318,976.5712
0.14,5.7657,-20.1458,976.7278
0.15,5.7266,-19.8913,977.0705
0.16,6.0105,-20.4492,976.3950
0.17,5.7364,-20.3905,976.9824
0.18,5.7951,-20.0968,976.2775
0.19,5.7657,-20.2143,976.8551
0.20,5.8636,-20.2045,976.8062
0.21,5.7657,-19.9989,976.8159
0.22,5.8147,-20.2241,976.4342
0.23,5.7070,-20.1360,976.3069
0.24,5.8245,-20.1751,977.0215
0.25,5.6874,-19.9989,976.5712
0.26,5.9517,-19.9206,976.3265
0.27,5.7559,-20.2241,976.5418
0.28,5.7951,-20.1849,976.7572
0.29,5.7168,-20.0185,976.9726
0.30,5.9419,-20.0675,976.0132
0.31,5.9517,-20.0381,975.8370
0.32,5.9713,-20.3122,976.4440
0.33,5.5993,-20.2339,976.5418
0.34,5.6483,-20.0577,976.4635
0.35,5.5993,-20.3122,976.6593
0.36,5.6287,-20.3122,976.3950
0.37,5.5504,-20.1458,976.7866
0.38,5.7657,-20.2143,976.5810
0.39,5.8049,-20.2143,976.2090
0.40,5.5112,-20.2339,976.4929
0.41,5.8832,-20.0968,976.6985
0.42,5.9028,-20.2730,976.8355
0.43,5.9224,-20.3220,976.1503
0.44,5.8049,-20.1556,976.3852
0.45,5.7168,-20.3514,976.7866
0.46,5.8049,-20.3709,976.8355
0.47,5.8538,-20.1947,976.7572
0.48,5.3937,-20.0773,977.0313
0.49,5.5895,-20.3318,977.0900
0.50,5.8832,-20.3807,976.8355
0.51,5.6972,-20.1360,976.5223
0.52,5.6580,-20.1360,976.9726
0.53,5.6189,-20.3514,976.8257
0.54,5.8734,-20.2241,976.5810
0.55,5.4916,-20.3122,976.7670
0.56,5.7168,-20.0577,976.5810
0.57,5.7364,-20.1458,977.2271
0.58,5.8734,-20.0968,976.7181
0.59,6.0692,-20.1849,976.5712
0.60,6.1964,-20.4297,977.0998
0.61,5.7070,-20.1849,976.5712
0.62,5.8930,-19.9500,976.6299
0.63,5.6287,-20.2045,976.2775
0.64,5.6580,-20.1947,976.6691
0.65,5.7657,-20.2437,976.0230
0.66,5.7461,-20.2241,976.5810
0.67,5.8734,-20.2535,976.4048
0.68,5.9321,-20.6450,976.6006
0.69,5.9517,-20.3220,976.6104
0.70,5.8049,-20.2926,976.7474
0.71,5.5308,-20.2143,976.3167
0.72,5.9615,-20.3905,976.5321
0.73,5.6385,-20.5276,976.9334
0.74,6.1377,-20.3514,977.1488
0.75,5.7657,-20.5569,977.0705
0.76,5.8049,-20.3416,976.7083
0.77,5.8636,-20.3611,976.6397
0.78,5.7461,-20.1947,977.2956
0.79,5.5993,-20.4982,976.8257
0.80,5.4818,-20.2633,976.8845
0.81,5.7364,-20.1751,976.8551
0.82,5.9419,-20.3416,977.0411
0.83,5.7853,-20.3416,977.1879
0.84,5.4525,-20.4003,976.9921
0.85,5.9224,-20.4688,976.5614
0.86,5.5406,-20.0675,977.0509
0.87,5.6189,-20.3611,976.9726
0.88,5.8636,-20.2535,977.0215
0.89,6.0202,-20.2045,976.6202
0.90,5.6776,-20.3905,976.9726
0.91,5.7853,-20.0381,976.8943
0.92,5.8049,-20.1654,976.6789
0.93,5.8930,-20.2045,976.6006
0.94,5.7266,-20.4884,976.4440
0.95,5.7461,-20.2730,977.2760
0.96,5.6580,-20.0870,976.4929
0.97,5.7657,-19.9892,976.5125
0.98,5.6580,-20.4590,976.5614
0.99,5.8245,-20.4884,976.8649
1.00,5.7657,-20.3905,977.0998
1.01,5.6580,-20.5765,976.0524
1.02,6.0105,-20.2926,977.0313
1.03,6.0202,-20.4590,976.6495
1.04,5.8342,-20.5471,976.8159
1.05,5.9126,-20.4492,975.8077
1.06,6.1769,-20.4297,976.6593
1.07,5.8636,-20.1458,976.6299
1.08,5.8049,-20.3905,976.7670
1.09,5.8245,-20.2926,976.4831
1.10,5.7853,-20.1947,976.1699
1.11,5.8734,-20.3024,976.5223
1.12,5.5993,-20.3709,976.8747
1.13,5.5112,-20.5178,976.4635
1.14,5.8147,-20.2339,976.8453
1.15,6.0202,-20.1066,976.3461
1.16,5.6189,-20.3807,976.6789
1.17,5.7755,-20.4199,976.4537
1.18,5.8538,-20.2926,976.9236
1.19,5.6678,-20.4003,976.7768
1.20,6.0105,-20.2828,976.2775
1.21,5.6972,-20.3122,976.5614
1.22,5.7266,-20.5961,976.6104
1.23,5.8440,-20.3122,977.0900
1.24,5.9419,-20.3905,976.7474
1.25,5.8049,-20.0870,976.5810
1.26,5.6776,-20.4492,977.1879
1.27,5.6483,-20.5569,976.8551
1.28,5.8440,-20.6450,976.4635
1.29,5.8636,-20.3122,976.2286
1.30,5.9419,-20.4590,977.1683
1.31,5.9419,-20.3318,976.3852
1.32,5.8342,-20.3318,976.4635
1.33,5.7559,-20.3416,976.2482
1.34,5.8440,-20.3220,976.6593
1.35,5.8342,-20.3905,976.5712
1.36,5.8636,-20.3514,976.7278
1.37,5.9126,-20.2633,976.4635
1.38,5.8832,-20.5667,976.4733
1.39,5.6972,-20.4590,976.8649
1.40,5.4329,-20.4492,976.7866
