#StationCode: 5AF48
#EventDetectionTime: 2022-12-13T07:00:30.951578
#SamplingRate: 100.0
#NumPoints: 26941
#StartTime: 2022-12-13T06:59:01.547578Z
#pga_x: 4.99 gal
#pga_y: 22.31 gal
#pga_z: 59.59 gal
#pga_H: 22.86 gal
#pga: 63.83 gal
#CWBIntensity: 4
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,5.7461,-20.8897,977.0215
0.01,5.9419,-21.0757,976.2286
0.02,5.6972,-20.8702,976.2482
0.03,5.6678,-20.6548,976.9726
0.04,5.8930,-20.9289,976.8649
0.05,5.9419,-20.7625,976.9236
0.06,5.9713,-20.7038,976.6593
0.07,5.9909,-20.7429,976.1111
0.08,5.9419,-20.9191,976.6593
0.09,6.1964,-20.8897,976.7866
0.10,5.7755,-20.9387,976.7083
0.11,6.1279,-20.7821,976.4048
0.12,5.8636,-20.8897,976.6593
0.13,6.0105,-20.7723,976.3167
0.14,6.1083,-20.5863,976.3950
0.15,6.0202,-21.0072,976.2090
0.16,6.0105,-20.6842,975.9154
0.17,6.1475,-20.8897,976.3265
0.18,6.0888,-21.0072,976.5908
0.19,6.0202,-20.9387,976.2580
0.20,5.7657,-20.8897,976.5516
0.21,6.1083,-21.3009,976.6691
0.22,6.1475,-21.0464,976.0426
0.23,5.9811,-20.8114,976.6299
0.24,6.3726,-20.5471,976.5418
0.25,5.8930,-20.9289,976.5614
0.26,6.0692,-20.8897,976.2873
0.27,5.9909,-20.8702,976.5321
0.28,5.9811,-21.0562,976.7964
0.29,5.9126,-20.7527,976.4440
0.30,5.8734,-21.0366,976.0132
0.31,5.8049,-20.9778,976.4342
0.32,6.1573,-20.8506,976.5712
0.33,5.7266,-20.8897,975.6804
0.34,5.7559,-20.6548,976.2971
0.35,5.7853,-20.8604,976.6887
0.36,6.0007,-21.1443,976.5516
0.37,6.0888,-20.9093,976.8062
0.38,6.0202,-20.7625,975.9349
0.39,5.8734,-21.1345,976.5321
0.40,5.8049,-20.8604,976.6495
0.41,5.9321,-20.8897,976.4929
0.42,6.1181,-20.9191,976.8257
0.43,5.8832,-21.0464,976.2188
0.44,5.9615,-21.1051,976.4635
0.45,5.5014,-20.8212,976.4244
0.46,5.8832,-20.9289,976.7376
0.47,5.9321,-20.8800,976.0818
