#StationCode: 5ADF9
#EventDetectionTime: 2022-12-13T09:29:53.521598
#SamplingRate: 100.0
#NumPoints: 27037
#StartTime: 2022-12-13T09:28:23.165598Z
#pga_x: 0.63 gal
#pga_y: 0.62 gal
#pga_z: 2.03 gal
#pga_H: 0.89 gal
#pga: 2.22 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-18.2859,-28.7699,987.0552
0.01,-18.6383,-28.8286,986.6441
0.02,-18.2076,-28.6426,987.0650
0.03,-18.3544,-28.6720,986.8007
0.04,-18.4719,-28.7797,986.5952
0.05,-18.0411,-28.8678,987.1433
0.06,-18.3544,-28.7307,986.4581
0.07,-18.2271,-28.5448,986.7126
0.08,-18.2271,-28.6426,986.5952
0.09,-18.2761,-28.5448,986.9574
0.10,-18.0705,-28.7797,986.6050
0.11,-18.1586,-28.5741,986.4973
0.12,-18.1782,-28.7895,987.1825
0.13,-18.2663,-28.5741,986.5168
0.14,-18.2467,-28.7210,986.7322
0.15,-18.7557,-28.7797,987.0748
0.16,-18.0999,-28.5937,987.3098
0.17,-18.3740,-28.9755,986.9867
0.18,-18.1586,-28.9069,986.9574
0.19,-18.3544,-28.8286,986.6245
0.20,-18.4817,-28.5741,986.9182
0.21,-18.2761,-28.5839,986.6931
0.22,-18.4131,-29.0342,986.4190
0.23,-18.0999,-28.8482,986.8007
0.24,-18.2565,-28.8384,986.7714
0.25,-18.2859,-28.9461,987.0161
0.26,-18.4621,-28.6329,986.6735
0.27,-18.5012,-28.4077,986.9378
0.28,-18.2369,-28.6426,986.9378
0.29,-18.0607,-28.6622,986.9182
0.30,-18.2761,-28.7993,987.1042
0.31,-18.2173,-28.6035,986.8497
0.32,-18.4229,-28.9657,986.6147
0.33,-18.3054,-28.7210,986.8693
0.34,-18.2761,-28.8972,986.8595
0.35,-18.3250,-28.7014,986.9769
0.36,-18.1488,-28.7993,986.9476
0.37,-18.4131,-28.6916,987.0944
0.38,-18.2467,-28.8384,986.5756
0.39,-18.2859,-28.7797,986.7322
0.40,-18.2173,-28.6426,986.8105
0.41,-18.0509,-28.6622,986.6637
0.42,-18.1390,-28.7014,986.7909
0.43,-18.0999,-28.9167,986.4679
0.44,-18.2761,-28.9559,986.6637
0.45,-18.3838,-28.7210,986.6441
0.46,-18.3054,-28.9461,987.0259
0.47,-18.1488,-28.8286,987.1238
0.48,-18.0118,-28.6818,986.8693
0.49,-18.0216,-28.7797,986.6931
0.50,-17.9433,-28.6524,987.0748
0.51,-18.2663,-28.6524,987.1433
0.52,-18.0607,-28.6524,987.0063
0.53,-18.2663,-28.8678,986.9182
0.54,-18.0705,-28.7503,986.5364
0.55,-18.0020,-28.5643,986.8693
0.56,-18.3838,-28.6035,986.9378
0.57,-18.1292,-28.7307,987.5447
0.58,-18.3838,-28.7210,986.7126
0.59,-18.2859,-28.5154,986.7518
0.60,-18.1782,-28.8580,986.8986
0.61,-18.2076,-28.7699,986.7909
0.62,-18.2271,-28.8678,986.8790
0.63,-18.3446,-28.6329,986.6441
0.64,-18.2565,-28.6426,986.5560
0.65,-18.0901,-28.5448,986.4190
0.66,-17.9824,-28.5937,987.1433
0.67,-18.0509,-28.7797,986.8301
0.68,-18.4817,-28.6622,986.7420
0.69,-18.0314,-28.5448,987.0357
0.70,-18.4817,-28.7797,986.9965
0.71,-18.4327,-28.6916,987.1923
0.72,-18.6383,-28.5937,986.7518
0.73,-18.0901,-28.5545,986.2232
0.74,-18.3348,-28.8384,986.7812
0.75,-18.3935,-28.5448,986.8301
0.76,-18.4914,-28.9069,986.9182
0.77,-18.3152,-28.6426,987.1238
0.78,-18.2076,-28.6916,986.7616
0.79,-18.1292,-28.6720,986.8888
0.80,-18.1978,-28.6524,986.6931
0.81,-18.3642,-28.7699,986.7224
0.82,-18.4033,-28.7503,986.9867
0.83,-18.3544,-28.7797,986.6735
0.84,-18.2076,-28.8091,986.9378
0.85,-18.5208,-28.7993,986.8399
0.86,-18.5306,-28.5350,986.6539
0.87,-18.0314,-28.5839,986.8888
0.88,-18.1195,-28.5252,986.6441
0.89,-18.2271,-28.9167,986.9574
0.90,-18.2957,-28.7993,986.9378
0.91,-18.2859,-29.0048,987.3685
0.92,-18.2859,-28.6622,987.1531
0.93,-18.0411,-29.0342,986.8986
0.94,-18.1684,-28.6231,987.2608
0.95,-18.1880,-29.1419,986.9084
0.96,-18.2957,-28.7993,986.7126
0.97,-17.9922,-29.0538,986.9965
0.98,-18.1684,-28.8482,986.7518
0.99,-18.2565,-28.8580,987.4468
1.00,-18.1292,-28.7699,986.9671
1.01,-18.2957,-28.7503,987.0063
1.02,-18.4425,-28.7895,986.7420
1.03,-18.2271,-28.9755,987.3489
1.04,-17.8062,-28.8286,987.0063
1.05,-18.0509,-28.5643,987.0357
1.06,-18.0901,-28.5154,986.9378
1.07,-18.3054,-28.7503,986.6735
1.08,-18.3250,-28.8384,987.4272
1.09,-18.3838,-28.6133,986.6637
1.10,-18.2369,-28.7895,986.7420
1.11,-18.0314,-28.2609,986.9280
1.12,-18.2663,-28.6720,986.9084
1.13,-18.3740,-28.5937,987.2902
1.14,-18.0020,-28.3979,986.5364
1.15,-18.0803,-28.8776,986.9378
