#StationCode: 5ADF9
#EventDetectionTime: 2022-12-08T12:19:22.790313
#SamplingRate: 100.0
#NumPoints: 26916
#StartTime: 2022-12-08T12:17:53.642313Z
#pga_x: 0.82 gal
#pga_y: 0.64 gal
#pga_z: 2.93 gal
#pga_H: 1.04 gal
#pga: 3.11 gal
#CWBIntensity: 2
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-17.6594,-29.0929,987.1629
0.01,-17.4244,-29.0048,987.0748
0.02,-17.6398,-29.1321,987.2608
0.03,-17.6496,-28.9265,986.9378
0.04,-17.6790,-29.2496,986.8595
0.05,-17.8649,-29.2985,986.8595
0.06,-17.5713,-29.2496,987.2119
0.07,-17.7279,-29.4551,987.3293
0.08,-17.9628,-29.3181,986.8497
0.09,-17.9237,-29.1517,987.0552
0.10,-17.9628,-29.3475,986.6441
0.11,-18.0118,-29.3670,986.9378
0.12,-17.8258,-29.3083,987.5545
0.13,-17.6104,-29.1223,987.1238
0.14,-17.4930,-29.5237,987.0846
0.15,-17.7866,-29.3768,987.1825
0.16,-17.8747,-29.4453,986.7812
0.17,-17.3755,-29.1223,987.6915
0.18,-17.6202,-29.4062,986.8301
0.19,-17.8845,-29.5922,987.1629
0.20,-17.7573,-29.2202,987.6720
0.21,-17.6985,-29.2691,986.8790
0.22,-17.9530,-29.3083,987.8482
0.23,-17.4734,-29.5334,987.4468
0.24,-17.5419,-29.3572,987.3489
0.25,-17.6496,-29.2985,987.2119
0.26,-17.8943,-29.4453,986.4679
0.27,-17.7083,-29.4258,987.4468
0.28,-17.9335,-29.3279,987.5153
0.29,-17.9628,-29.3181,987.4370
0.30,-17.8062,-29.1223,987.1433
0.31,-17.8649,-29.4356,986.8986
0.32,-17.5517,-29.3475,987.3489
0.33,-17.5321,-29.3768,987.1336
0.34,-17.8356,-29.2300,987.3000
0.35,-17.4440,-29.0146,987.0552
0.36,-17.7377,-29.2985,987.3293
0.37,-17.6887,-29.5139,987.2510
0.38,-17.7475,-29.4845,986.9182
0.39,-17.7866,-29.5824,987.4076
0.40,-17.5125,-29.3181,986.7616
0.41,-18.1097,-29.1810,986.3504
0.42,-17.5027,-29.1615,987.3098
0.43,-17.5223,-29.3181,987.7698
0.44,-17.7768,-29.3964,987.5349
0.45,-17.5909,-29.1517,987.1629
0.46,-17.7377,-29.2202,986.5168
0.47,-17.5321,-29.2006,986.8595
0.48,-17.6887,-29.3181,987.7111
0.49,-17.5027,-29.3475,987.1531
0.50,-17.2091,-29.1615,987.4566
0.51,-17.5517,-29.2887,987.3293
0.52,-17.6594,-29.1419,986.8007
0.53,-17.8160,-29.2202,987.1629
0.54,-17.7083,-29.4747,987.0748
0.55,-17.7475,-29.3866,987.5643
0.56,-17.8062,-29.1810,986.9378
0.57,-17.9237,-29.1223,987.7698
0.58,-17.5615,-29.3377,987.2804
0.59,-17.6790,-29.3377,987.0357
0.60,-17.6692,-29.2104,987.4174
0.61,-17.7181,-29.2398,986.8007
0.62,-17.9726,-29.3279,986.9280
0.63,-17.7475,-29.2202,987.5447
0.64,-17.6985,-29.2594,987.5741
0.65,-17.6496,-29.4062,987.3979
0.66,-17.7573,-29.4062,987.0063
0.67,-17.7671,-29.1810,986.9084
0.68,-17.6006,-29.3475,987.5545
0.69,-17.8062,-29.3377,987.0357
0.70,-17.9922,-29.4453,987.2902
0.71,-17.3853,-29.2887,987.3489
0.72,-17.5517,-29.2691,986.6245
0.73,-17.4734,-29.4747,987.8873
0.74,-17.5223,-29.3670,986.9378
0.75,-17.7083,-29.2887,987.2412
0.76,-17.5713,-29.4453,987.3293
0.77,-17.8552,-29.7684,986.7322
0.78,-17.6398,-29.3279,987.8579
0.79,-17.4636,-29.2104,987.2510
0.80,-17.7083,-29.7194,987.3489
0.81,-17.5909,-29.1712,987.4174
0.82,-17.7279,-29.1810,986.5560
0.83,-17.6006,-29.3866,987.2314
0.84,-17.5125,-29.4747,987.6034
0.85,-17.6202,-29.2985,987.2412
0.86,-17.6790,-29.1810,987.3000
0.87,-18.0118,-29.2496,987.1433
0.88,-17.6202,-29.3083,987.1336
0.89,-17.7768,-29.1321,987.4664
0.90,-17.9726,-29.4747,987.2217
