#StationCode: 5AE28
#EventDetectionTime: 2022-12-08T06:25:23.785590
#SamplingRate: 100.0
#NumPoints: 26985
#StartTime: 2022-12-08T06:23:53.949590Z
#pga_x: 0.62 gal
#pga_y: 0.59 gal
#pga_z: 1.34 gal
#pga_H: 0.86 gal
#pga: 1.59 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-38.8722,14.8304,974.7798
0.01,-38.9896,14.8989,974.4568
0.02,-38.8917,14.4682,974.3981
0.03,-38.9113,14.5367,974.1729
0.04,-38.7155,14.9576,974.5057
0.05,-38.8232,15.0163,974.2904
0.06,-38.9211,14.6639,974.7700
0.07,-38.9309,14.7814,974.6134
0.08,-38.6372,14.6541,974.5938
0.09,-38.9113,14.9087,974.5253
0.10,-38.8428,14.4779,974.4372
0.11,-38.7351,14.7814,974.4176
0.12,-38.8722,14.7912,974.1142
0.13,-38.8722,15.0066,974.6428
0.14,-38.8428,14.5563,974.5351
0.15,-38.7547,14.8108,974.8483
0.16,-38.9015,14.5563,974.4568
0.17,-38.9407,14.8010,974.8875
0.18,-38.6960,14.6052,974.7994
0.19,-38.8722,14.6933,974.5155
0.20,-38.8624,14.5269,974.4470
0.21,-38.7057,14.5465,974.8973
0.22,-38.8624,14.5954,974.6526
0.23,-38.8722,14.8108,974.7015
0.24,-38.7841,14.5269,974.3589
0.25,-38.9211,14.6835,974.5645
0.26,-38.9309,14.5367,974.1142
0.27,-38.9896,14.7814,974.4568
0.28,-38.7645,14.3898,974.6330
0.29,-38.7547,14.6248,974.7113
0.30,-38.7938,14.4290,974.3002
0.31,-38.9211,14.7716,974.5743
0.32,-38.8232,14.6346,974.3002
0.33,-38.7841,14.4094,974.3883
0.34,-38.9505,14.3311,974.3981
0.35,-39.0092,14.5758,974.6134
0.36,-38.6666,14.5465,974.7015
0.37,-38.5687,14.6541,974.5547
0.38,-38.4708,14.6150,974.6330
0.39,-38.9798,14.6444,974.6819
0.40,-38.6568,14.5660,974.6428
0.41,-38.6666,14.5367,974.4274
0.42,-38.5883,14.5954,973.8792
0.43,-38.6274,14.9282,974.5938
0.44,-38.5883,14.8891,974.8777
0.45,-38.8428,14.6150,974.3687
0.46,-38.6960,14.4975,974.2512
0.47,-38.6079,14.4290,974.8777
0.48,-38.6470,14.7912,974.4470
0.49,-38.4219,14.6248,974.1435
0.50,-38.7253,14.7520,974.4470
0.51,-38.7743,14.7422,974.7309
0.52,-38.5491,14.5856,974.6819
0.53,-38.9309,14.3605,974.2708
0.54,-38.7645,14.6150,974.5743
0.55,-38.6764,14.6150,974.7798
0.56,-38.4121,14.1843,974.9854
0.57,-38.7351,14.6150,974.5253
0.58,-38.7057,14.4584,974.7113
0.59,-38.6372,14.5073,975.0441
0.60,-38.5589,14.5856,974.9756
0.61,-38.7057,14.4094,975.2301
0.62,-38.5981,14.6150,974.4470
0.63,-38.7253,14.6541,974.4274
0.64,-38.6274,14.4779,974.7113
0.65,-38.6960,14.4975,974.5253
0.66,-38.8232,14.7129,974.6428
0.67,-38.4610,14.8010,974.7113
0.68,-38.5002,14.5563,974.6526
0.69,-38.6764,14.7129,975.0441
0.70,-38.6079,14.7716,974.7015
0.71,-38.7645,14.7129,974.7407
0.72,-38.6079,14.6541,974.7211
0.73,-38.7645,14.5758,974.9560
0.74,-38.7938,14.6835,974.8386
0.75,-38.2750,14.5954,974.6526
0.76,-38.7743,14.3507,974.6036
