#StationCode: 5AF48
#EventDetectionTime: 2022-12-15T15:25:57.183692
#SamplingRate: 100.0
#NumPoints: 27007
#StartTime: 2022-12-15T15:24:27.122692Z
#pga_x: 12.03 gal
#pga_y: 7.08 gal
#pga_z: 15.52 gal
#pga_H: 13.96 gal
#pga: 20.87 gal
#CWBIntensity: 3
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,5.5406,-20.7821,977.1194
0.01,5.4916,-20.7527,976.3167
0.02,5.5014,-20.5080,976.4929
0.03,5.4916,-20.5863,976.4733
0.04,5.5406,-20.8506,976.8257
0.05,5.4916,-20.7723,976.4048
0.06,5.8930,-20.6744,976.3265
0.07,5.6091,-20.6254,976.1601
0.08,5.6678,-20.6744,976.6299
0.09,5.3937,-20.4590,976.1111
0.10,5.4525,-20.7723,976.3265
0.11,5.6580,-20.6157,976.1307
0.12,5.4427,-20.4786,976.3950
0.13,5.3448,-20.3611,976.2286
0.14,5.3252,-20.3514,976.4342
0.15,5.6678,-20.6450,976.2090
0.16,5.6580,-20.8114,976.5810
0.17,5.5112,-20.6548,976.3265
0.18,5.5602,-20.5276,976.8747
0.19,5.4231,-20.6352,976.3461
0.20,5.5014,-20.5080,976.6495
0.21,5.6189,-20.5569,976.4146
0.22,5.3546,-20.4786,976.5125
0.23,5.4427,-20.4199,976.6495
0.24,5.5406,-20.6352,976.0916
0.25,5.6580,-20.5373,976.3559
0.26,5.4427,-20.7429,976.6985
0.27,5.2861,-20.8016,976.7181
0.28,5.4427,-20.8212,976.2678
0.29,5.7364,-20.4982,976.4440
0.30,5.3937,-20.5080,976.3852
0.31,5.4721,-20.4590,976.5321
0.32,5.5014,-20.7135,976.4342
0.33,5.4721,-20.5373,977.1096
0.34,5.4623,-20.6646,976.4146
0.35,5.5014,-20.7919,976.4048
0.36,5.4623,-20.6940,976.5223
0.37,5.4623,-20.8702,977.0705
0.38,5.4818,-20.5178,976.4537
0.39,5.5993,-20.5569,976.3265
0.40,5.7168,-20.6646,976.5027
0.41,5.3350,-20.7233,976.3852
0.42,5.6678,-20.7919,976.4929
0.43,5.6091,-20.3514,976.4440
0.44,5.4623,-20.4395,976.4440
0.45,5.5406,-20.5863,975.9741
0.46,5.7559,-20.4297,976.7866
0.47,5.6091,-20.6548,976.6789
0.48,5.4231,-20.5178,976.2482
0.49,5.5699,-20.4199,976.8649
0.50,5.5895,-20.5471,976.1209
0.51,5.5895,-20.6744,976.8649
0.52,5.6678,-20.6157,976.5516
0.53,5.4525,-20.4688,976.3656
0.54,5.2567,-20.3024,976.4831
0.55,5.5014,-20.6352,976.3167
0.56,5.3448,-20.3905,976.6593
0.57,5.5895,-20.4786,976.4244
0.58,5.6776,-20.5961,976.2971
0.59,5.5112,-20.6940,976.7376
0.60,5.5699,-20.5080,976.0720
0.61,5.6678,-20.5765,976.0818
0.62,5.5504,-20.8408,976.6104
0.63,5.5406,-20.4395,976.1601
0.64,5.3448,-20.6548,976.9138
0.65,5.8049,-20.4101,976.4342
0.66,5.5895,-20.6352,976.2971
0.67,5.5699,-20.4199,976.6397
0.68,5.5504,-20.5667,976.6104
0.69,5.8734,-20.5863,976.6887
0.70,5.6287,-20.5471,976.5321
0.71,5.3742,-20.6842,976.5125
0.72,5.4133,-20.5961,976.3754
0.73,5.7755,-20.6059,976.4537
0.74,5.6385,-20.7135,976.8257
0.75,5.5112,-20.5471,976.0524
0.76,5.4427,-20.4590,976.5027
0.77,5.6091,-20.5569,976.4635
0.78,5.4133,-20.4982,976.1797
0.79,5.3742,-20.6744,976.5125
0.80,5.5112,-20.5276,976.3559
0.81,5.5112,-20.6059,976.2775
0.82,5.4427,-20.6352,976.3363
0.83,5.3840,-20.5080,976.4048
0.84,5.4231,-20.8702,976.4733
0.85,5.3840,-20.4884,976.5418
0.86,5.4133,-20.4395,976.4048
0.87,5.7266,-20.5276,975.9251
0.88,5.4427,-20.5569,976.6691
0.89,5.3154,-20.6157,976.1111
0.90,5.3937,-20.9387,976.4440
0.91,5.3154,-20.4590,976.3559
0.92,5.3252,-20.4492,976.2678
0.93,5.6385,-20.2633,976.0132
0.94,5.6189,-20.5765,976.1992
0.95,5.6580,-20.3024,976.2873
0.96,5.6678,-20.6548,976.4440
0.97,5.4427,-20.4884,976.4733
0.98,5.6189,-20.6254,976.3950
0.99,5.5504,-20.6548,976.4048
1.00,5.3252,-20.6450,976.3363
1.01,5.1294,-20.4590,976.5321
1.02,5.5210,-20.8114,976.3754
1.03,5.3546,-20.8408,976.7768
1.04,5.2665,-20.7038,976.5418
1.05,5.4623,-20.6646,976.1307
1.06,5.4721,-20.6744,976.4733
1.07,5.0903,-20.5961,976.5418
1.08,5.2567,-20.4884,976.2873
1.09,5.6385,-20.5667,976.4244
1.10,5.3448,-20.6548,976.6985
1.11,5.6776,-20.7038,975.9839
1.12,5.5895,-20.5961,975.7489
1.13,5.2371,-20.6940,976.7768
1.14,5.3546,-20.6646,976.5516
1.15,5.3742,-20.4003,976.3069
1.16,5.2763,-20.6548,976.4342
1.17,5.6287,-20.6059,976.1601
1.18,5.5308,-20.5569,976.3363
1.19,5.3154,-20.4590,976.6691
1.20,5.3154,-20.6940,976.7376
1.21,5.0316,-20.7429,976.2090
1.22,5.6385,-20.6548,976.3461
1.23,5.5308,-20.7233,976.4146
1.24,5.1784,-20.5080,976.7572
1.25,5.4525,-20.3318,976.5908
1.26,5.6483,-20.6157,976.2678
1.27,5.1392,-20.4003,976.4537
1.28,5.1588,-20.7331,976.6299
1.29,5.5014,-20.5765,976.3950
1.30,5.5406,-20.9093,976.3265
1.31,5.2078,-20.8506,976.1013
1.32,5.3644,-20.6842,976.1013
1.33,5.2567,-20.7723,976.0426
1.34,5.2763,-20.5080,976.0622
1.35,5.2959,-20.6646,976.4537
1.36,5.5014,-20.6646,976.2580
1.37,5.3644,-20.5863,976.5223
1.38,5.4231,-20.5471,975.9545
1.39,5.3448,-20.4884,976.5614
1.40,5.3742,-20.7233,976.6593
1.41,5.5602,-20.7527,976.6495
1.42,5.8440,-20.4101,976.5027
1.43,5.5406,-20.6548,976.6593
1.44,5.4525,-20.4688,976.4635
1.45,5.3937,-20.7527,976.3754
1.46,5.5406,-20.7527,976.2188
1.47,5.3742,-20.4884,976.8355
1.48,5.4329,-20.8212,975.8175
1.49,5.5014,-20.6744,976.4635
1.50,5.3840,-20.4101,976.5516
1.51,5.7266,-20.5569,976.8845
1.52,5.7266,-20.4003,976.6104
1.53,5.8342,-20.3318,976.0035
1.54,5.6385,-20.4688,976.3950
1.55,5.6189,-20.6254,976.2384
1.56,5.4623,-20.4101,976.6006
1.57,5.2763,-20.4395,976.6397
1.58,5.4035,-20.5471,976.6202
1.59,5.5112,-20.4590,976.4342
1.60,5.7266,-20.8212,976.3656
1.61,5.5504,-20.7038,976.4342
1.62,5.5308,-20.8897,976.7181
1.63,5.6580,-20.5765,975.9349
1.64,5.8245,-20.5471,976.2580
1.65,5.5112,-20.6157,976.6985
1.66,5.6091,-20.6646,976.2678
1.67,5.4916,-20.5178,976.1601
1.68,5.6091,-20.4884,976.0035
1.69,5.4133,-20.2437,976.2678
1.70,5.4231,-20.5765,976.3852
1.71,5.2763,-20.4688,976.1405
1.72,5.3252,-20.6940,976.0622
1.73,5.4623,-20.6157,976.1307
1.74,5.6189,-20.7135,976.9726
