#StationCode: 5AF48
#EventDetectionTime: 2022-12-15T11:39:26.592032
#SamplingRate: 100.0
#NumPoints: 26949
#StartTime: 2022-12-15T11:37:57.108032Z
#pga_x: 8.29 gal
#pga_y: 40.73 gal
#pga_z: 249.96 gal
#pga_H: 41.56 gal
#pga: 253.39 gal
#CWBIntensity: 7
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,5.6580,-20.6352,976.3852
0.01,5.5602,-20.6157,976.4635
0.02,5.6287,-20.4688,976.0622
0.03,5.5210,-20.4786,976.5712
0.04,5.3644,-20.5667,976.6593
0.05,5.5308,-20.3318,976.2188
0.06,5.5699,-20.5373,976.3852
0.07,5.6580,-20.7429,976.5321
0.08,5.5210,-20.2730,976.4537
0.09,5.5602,-20.7135,976.9921
0.10,5.8147,-20.5471,976.2090
0.11,5.7364,-20.7723,976.7083
0.12,5.5504,-20.6940,976.9432
0.13,5.5895,-20.5961,976.7572
0.14,5.5112,-20.6548,976.5810
0.15,5.5406,-20.7625,976.2580
0.16,5.5699,-20.6254,976.3265
0.17,5.3742,-20.7429,976.4342
0.18,5.5308,-20.7233,975.9349
0.19,5.5406,-20.5961,976.3656
0.20,5.2567,-20.6842,976.6006
0.21,5.4133,-20.6352,976.7181
0.22,5.5797,-20.5863,976.3167
0.23,5.6385,-20.5080,976.3950
0.24,5.6776,-20.4884,976.2188
0.25,5.5602,-20.4786,976.2286
0.26,5.5993,-20.6940,976.8747
0.27,5.3056,-20.5373,976.1894
0.28,5.7559,-20.6254,976.5908
0.29,5.8538,-20.4982,976.3950
0.30,5.7070,-20.7919,976.7181
0.31,5.5895,-20.8212,976.2873
0.32,5.6972,-20.6157,976.2482
0.33,5.3937,-20.6157,976.2580
0.34,5.6972,-20.2926,976.0818
0.35,5.6483,-20.5569,976.3559
0.36,5.5895,-20.6254,976.9334
0.37,5.8049,-20.5373,976.4146
0.38,5.7266,-20.6646,976.5418
0.39,5.2763,-20.4003,976.9726
0.40,5.5210,-20.3905,976.6104
0.41,5.6776,-20.6157,976.3167
0.42,5.5993,-20.5863,976.7670
0.43,5.5406,-20.4199,976.0524
0.44,5.5112,-20.4297,976.6985
0.45,5.6091,-20.3122,976.1013
