#StationCode: 5AF0F
#EventDetectionTime: 2022-12-09T08:18:48.160660
#SamplingRate: 100.0
#NumPoints: 27228
#StartTime: 2022-12-09T08:17:15.885660Z
#pga_x: 0.60 gal
#pga_y: 0.55 gal
#pga_z: 1.43 gal
#pga_H: 0.81 gal
#pga: 1.65 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-20.8408,-3.2597,990.4520
0.01,-21.0855,-3.2500,990.9513
0.02,-20.8506,-3.6611,990.6870
0.03,-20.9485,-3.5143,990.4520
0.04,-21.0072,-3.3185,990.3248
0.05,-20.8897,-3.4457,990.3248
0.06,-21.1443,-3.2500,991.0492
0.07,-21.3400,-3.5436,991.1960
0.08,-20.6842,-3.3576,990.7653
0.09,-20.8995,-3.5632,990.0996
0.10,-21.1051,-3.4457,990.3835
0.11,-21.0855,-3.2793,990.5010
0.12,-21.0562,-3.2989,990.8534
0.13,-21.0659,-3.2793,990.9415
0.14,-21.2030,-3.2695,990.3444
0.15,-21.3988,-3.6219,990.7751
0.16,-21.2030,-3.6219,990.3639
0.17,-21.1345,-3.3968,990.6870
0.18,-20.7331,-3.3381,990.7751
0.19,-21.0464,-3.4849,991.2449
0.20,-21.0562,-3.3674,990.7751
0.21,-21.0855,-3.3185,990.7457
0.22,-21.1149,-3.1325,990.5793
0.23,-21.1541,-3.2793,990.7457
0.24,-21.2617,-3.2010,991.0785
0.25,-21.0562,-3.4555,991.0394
0.26,-21.1247,-3.2402,990.2171
0.27,-21.0464,-3.4751,990.1682
0.28,-21.3009,-3.0933,990.0898
0.29,-20.9583,-3.1912,990.4325
0.30,-21.0268,-3.2010,990.5695
0.31,-21.0953,-3.2793,990.5108
0.32,-21.2422,-3.0835,991.0785
0.33,-21.2422,-3.2010,990.9317
0.34,-21.3890,-3.0052,990.3639
0.35,-21.1638,-3.2206,990.0898
0.36,-21.0366,-3.1227,990.4422
0.37,-21.1736,-3.2304,990.5499
0.38,-21.2324,-3.4066,990.7163
0.39,-21.1345,-3.3185,990.7457
0.40,-20.7723,-3.2989,990.5793
0.41,-21.0072,-3.2206,990.3933
0.42,-21.0268,-3.5926,990.2856
0.43,-20.9583,-3.4164,990.7653
0.44,-20.9681,-3.4653,991.0394
0.45,-21.1149,-3.4947,990.9219
0.46,-21.3009,-3.5338,990.5695
0.47,-21.0855,-3.4262,990.6576
0.48,-20.8897,-3.3185,990.9611
0.49,-20.6450,-3.3870,990.5597
