#StationCode: 5AE28
#EventDetectionTime: 2022-12-09T07:27:23.773688
#SamplingRate: 100.0
#NumPoints: 26339
#StartTime: 2022-12-09T07:26:00.394688Z
#pga_x: 0.63 gal
#pga_y: 0.69 gal
#pga_z: 1.55 gal
#pga_H: 0.94 gal
#pga: 1.81 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-38.7057,14.7031,974.6330
0.01,-38.7938,14.5171,974.6624
0.02,-38.5295,14.6248,974.5155
0.03,-38.8428,14.6639,974.6624
0.04,-38.8428,14.6248,974.8483
0.05,-38.8917,14.6444,974.8973
0.06,-38.8722,14.6737,974.6526
0.07,-38.8722,14.8108,974.7994
0.08,-39.0386,14.6835,974.4372
0.09,-39.0386,14.3801,974.5253
0.10,-38.7547,14.5465,974.8288
0.11,-38.9211,14.8695,974.9560
0.12,-38.7253,14.5660,974.2806
0.13,-38.7253,14.5856,974.6134
0.14,-38.9309,14.5171,974.8973
0.15,-39.0777,14.4192,975.0539
0.16,-38.9113,14.4877,974.9560
0.17,-39.0679,14.5171,974.3393
0.18,-39.2441,14.5954,974.8777
0.19,-38.8232,14.3801,974.4764
0.20,-38.8526,14.5073,974.7798
0.21,-39.1658,14.5367,974.2610
0.22,-38.8134,14.3898,974.9267
0.23,-38.7155,14.5758,974.6526
0.24,-38.8134,14.6248,974.6526
0.25,-38.8134,14.6248,974.7113
0.26,-38.9603,14.3801,974.7602
0.27,-38.9113,14.5954,974.3197
0.28,-38.9505,14.6150,974.7309
0.29,-38.6764,14.2822,974.8483
0.30,-38.8428,14.5465,974.7015
0.31,-39.0386,14.4094,974.7896
0.32,-38.8722,14.4877,974.5938
0.33,-38.9798,14.3507,974.7211
0.34,-38.7449,14.6052,974.5449
0.35,-38.7547,14.6639,974.5840
0.36,-38.8232,14.7031,974.4862
0.37,-38.7938,14.6052,974.6526
0.38,-39.1071,14.6052,974.6624
0.39,-38.9994,14.7325,974.7798
0.40,-38.9407,14.5465,975.2105
0.41,-38.6666,14.3703,974.2708
0.42,-38.9505,14.6737,974.6428
0.43,-38.8722,14.8695,974.8581
0.44,-38.7743,14.9870,974.8973
0.45,-38.8036,14.8793,974.7407
0.46,-38.7155,14.5073,974.8875
0.47,-38.7841,14.7422,974.4274
0.48,-38.7351,14.7520,975.1812
0.49,-38.8134,14.8108,974.9267
