#StationCode: 5AF0F
#EventDetectionTime: 2022-12-06T08:21:20.774711
#SamplingRate: 100.0
#NumPoints: 27107
#StartTime: 2022-12-06T08:19:49.714711Z
#pga_x: 0.63 gal
#pga_y: 0.59 gal
#pga_z: 5.36 gal
#pga_H: 0.86 gal
#pga: 5.43 gal
#CWBIntensity: 2
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,-21.2128,-3.2010,990.2856
0.01,-21.1736,-3.3870,989.8451
0.02,-21.1638,-2.9661,990.3737
0.03,-21.3205,-2.9269,990.0996
0.04,-21.4086,-3.2793,990.3150
0.05,-21.2519,-3.1129,990.1094
0.06,-21.2911,-3.0346,989.9822
0.07,-21.2911,-3.1129,990.1584
0.08,-21.3107,-2.8975,990.2073
0.09,-21.2519,-3.2304,990.4814
0.10,-21.2617,-3.0150,989.6298
0.11,-21.3205,-3.3772,990.0017
0.12,-21.3498,-2.8192,990.1779
0.13,-21.2422,-3.0933,990.7457
0.14,-21.1932,-3.3674,989.8647
0.15,-21.4086,-3.0835,990.0017
0.16,-21.2030,-2.7703,990.0115
0.17,-21.4281,-3.1227,990.6772
0.18,-21.3107,-3.0640,990.2758
0.19,-21.3596,-3.1031,990.2367
0.20,-21.2324,-2.9856,990.4912
0.21,-21.1541,-2.8584,989.8647
0.22,-21.3498,-3.2402,990.5793
0.23,-21.3009,-2.8094,990.2465
0.24,-21.3400,-3.1227,989.8157
0.25,-21.0072,-2.9073,990.2171
0.26,-21.0855,-3.1031,990.2367
0.27,-21.2519,-3.0542,990.0311
0.28,-21.1932,-2.9759,990.3933
0.29,-21.0659,-2.8388,990.2269
0.30,-21.3988,-2.8094,989.9528
0.31,-21.0855,-2.8584,989.8060
0.32,-21.5260,-2.9954,990.0409
0.33,-21.4673,-3.1325,990.1584
0.34,-21.3890,-3.0444,990.0213
0.35,-21.3107,-2.9759,990.1388
0.36,-21.4184,-3.1227,989.8255
0.37,-21.4281,-3.0640,989.4144
0.38,-21.3400,-3.0933,990.3737
0.39,-21.5554,-3.3478,989.9626
0.40,-21.3988,-2.7997,990.2660
0.41,-21.2617,-2.8584,990.1094
0.42,-21.2715,-2.9465,990.2563
0.43,-21.3694,-3.0444,990.0898
0.44,-21.2813,-3.1227,990.2563
0.45,-21.4184,-3.0933,989.6983
0.46,-21.2911,-2.7605,989.5123
0.47,-21.3107,-3.0052,989.9919
0.48,-21.1932,-2.8486,989.9430
0.49,-21.3303,-3.2010,990.1975
0.50,-21.0562,-3.1129,990.0507
0.51,-21.2128,-2.8682,989.7668
0.52,-21.3107,-2.8486,990.2954
0.53,-21.1932,-3.0542,989.6591
0.54,-21.3890,-3.0346,990.3346
0.55,-21.3107,-3.1423,990.2856
