#StationCode: 5AF48
#EventDetectionTime: 2022-12-06T07:54:43.055290
#SamplingRate: 100.0
#NumPoints: 30001
#StartTime: 2022-12-06T07:52:43.055325Z
#pga_x: 0.64 gal
#pga_y: 0.65 gal
#pga_z: 2.12 gal
#pga_H: 0.91 gal
#pga: 2.30 gal
#CWBIntensity: 1
#timestamps,xaccl(gal),yaccl(gal),zaccl(gal)
0.00,6.3531,-20.2535,976.1894
0.01,6.2845,-20.4199,976.8355
0.02,6.7544,-20.4492,976.5027
0.03,6.5488,-20.6940,975.9839
0.04,6.6369,-20.4884,976.3559
0.05,6.3041,-20.4492,976.3265
0.06,6.3041,-20.6254,976.2188
0.07,6.5586,-20.4101,976.8747
0.08,6.6076,-20.3416,976.7572
0.09,6.5488,-20.5961,976.2775
0.10,6.4705,-20.3905,976.3950
0.11,6.6369,-20.3807,976.6593
0.12,6.6174,-20.3318,977.0607
0.13,6.5097,-20.6842,976.5223
0.14,6.4803,-20.5569,976.2775
0.15,6.4803,-20.2633,976.4635
0.16,6.3629,-20.4982,976.7768
0.17,6.5586,-20.4590,976.3852
0.18,6.5684,-20.8604,976.4831
0.19,6.6663,-20.6940,976.1601
0.20,6.2062,-20.3709,976.3852
0.21,6.6467,-20.4688,976.6104
0.22,6.6467,-20.3709,976.3656
0.23,6.6565,-20.3220,976.6299
0.24,6.3335,-20.6548,976.7083
0.25,6.3335,-20.5471,976.9921
0.26,6.4607,-20.4003,976.6887
0.27,6.5097,-20.4688,976.4635
0.28,6.4901,-20.3122,976.8845
0.29,6.5293,-20.4884,976.0916
0.30,6.1769,-20.4297,976.7181
0.31,6.4999,-20.2535,976.3069
0.32,6.3726,-20.4590,976.4146
0.33,6.5097,-20.6352,976.3167
0.34,6.3824,-20.4199,976.3852
0.35,6.3531,-20.2730,976.5027
0.36,6.5684,-20.2535,976.1209
0.37,6.6174,-20.5765,976.4244
0.38,6.6174,-20.4786,976.4244
0.39,6.4705,-20.3709,976.1209
0.40,6.6663,-20.4590,976.9432
0.41,6.3922,-20.3122,976.5810
0.42,6.5097,-20.2535,976.5125
0.43,6.4118,-20.5961,976.5125
0.44,6.5391,-20.5863,977.0705
0.45,6.2943,-20.5178,976.6593
0.46,6.3824,-20.4101,976.6104
0.47,6.5293,-20.3905,976.5712
0.48,6.5195,-20.5471,976.7474
0.49,6.6565,-20.5569,977.0215
0.50,6.5488,-20.5961,976.2873
0.51,6.5293,-20.4492,976.6202
0.52,6.2650,-20.3122,976.5908
0.53,6.3824,-20.6548,976.4244
0.54,6.5293,-20.3709,976.6691
0.55,6.4216,-20.3318,976.5614
0.56,6.6761,-20.5080,976.1503
0.57,6.6957,-20.4395,976.8062
0.58,6.3629,-20.4590,976.3363
0.59,6.3531,-20.6548,976.1405
0.60,6.4510,-20.1360,976.3461
0.61,6.4314,-20.5569,976.0230
0.62,6.3335,-20.8114,976.2384
0.63,6.3726,-20.6157,976.6691
0.64,6.4216,-20.5667,976.4146
0.65,6.0496,-20.6744,976.7278
0.66,6.4314,-20.4101,976.2775
0.67,6.4901,-20.6450,976.8062
0.68,6.3824,-20.2828,976.4244
0.69,6.4607,-20.3318,976.0916
0.70,6.8425,-20.7527,975.9937
0.71,6.3433,-20.4003,976.4048
0.72,6.5097,-20.4003,976.8845
0.73,6.5488,-20.2828,975.9056
0.74,6.4216,-20.3807,976.6593
0.75,6.6663,-20.4884,976.2775
0.76,6.4314,-20.5276,976.4244
0.77,6.4803,-20.6157,976.5125
0.78,6.4901,-20.5178,976.7181
0.79,6.3726,-20.3024,977.0411
0.80,6.5586,-20.3024,976.5321
0.81,6.6174,-20.3905,976.5810
0.82,6.6467,-20.6059,976.2971
0.83,6.4020,-20.4590,976.1797
0.84,6.6272,-20.4982,975.8860
0.85,6.4020,-20.5863,976.7768
0.86,6.4118,-20.3905,976.4635
0.87,6.3139,-20.4492,976.3069
0.88,6.6467,-20.4199,976.4929
0.89,6.3433,-20.4982,976.3363
0.90,6.3237,-20.2633,976.4733
0.91,6.4705,-20.7527,976.4440
0.92,6.6663,-20.5276,976.2384
0.93,6.4216,-20.2828,976.5418
0.94,6.4999,-20.6352,976.8159
0.95,6.2062,-20.8212,976.8257
0.96,6.6467,-20.6842,976.1209
0.97,6.2748,-20.4492,976.5223
0.98,6.4803,-20.4884,976.3069
0.99,6.1769,-20.5178,976.2286
1.00,6.6565,-20.4101,975.7587
1.01,6.5684,-20.7233,976.3950
1.02,6.0888,-20.5765,976.5810
1.03,6.1279,-20.5471,976.9530
1.04,6.2356,-20.5276,976.6985
1.05,6.5782,-20.6157,976.2384
1.06,6.4803,-20.4590,976.6202
1.07,6.3139,-20.4492,976.5418
1.08,6.4314,-20.4395,976.5908
1.09,6.1769,-20.5373,976.7670
1.10,6.5293,-20.3514,976.3656
1.11,6.3922,-20.3416,976.4244
1.12,6.4020,-20.4884,976.2580
1.13,6.5097,-20.4492,976.1405
1.14,6.3726,-20.5080,976.5712
1.15,6.3726,-20.3220,976.1405
1.16,6.3237,-20.6059,976.7376
1.17,6.4118,-20.4297,976.8453
1.18,6.4314,-20.1751,976.2775
1.19,6.1671,-20.7625,976.6789
1.20,6.4118,-20.3807,976.1405
1.21,6.5586,-20.4590,976.0426
1.22,6.4216,-20.6254,976.6104
1.23,6.1181,-20.5667,976.9726
1.24,6.2258,-20.5080,976.4146
1.25,6.2748,-20.8114,976.2873
1.26,6.2650,-20.4101,977.2173
1.27,6.4216,-20.5373,976.5321
1.28,6.3335,-20.3905,976.7964
1.29,6.4020,-20.3905,976.4635
1.30,6.7544,-20.4297,976.0230
1.31,6.4020,-20.3416,976.6202
1.32,6.4412,-20.4395,976.3167
1.33,6.5782,-20.5178,976.7278
1.34,6.5586,-20.6157,977.0411
1.35,6.1181,-20.4395,976.5614
1.36,6.2454,-20.6352,976.7376
1.37,6.4216,-20.4199,976.5810
1.38,6.4803,-20.6744,976.4733
1.39,6.4118,-20.3611,976.3559
1.40,6.5391,-20.4590,976.9040
1.41,6.3433,-20.7135,976.6299
1.42,6.1181,-20.5667,975.8762
1.43,6.3531,-20.5961,976.7866
1.44,6.5782,-20.5276,976.9824
1.45,6.3726,-20.7233,977.0607
1.46,6.3237,-20.6940,975.9937
1.47,6.4705,-20.8310,976.0524
1.48,6.4510,-20.3318,976.4244
1.49,6.1573,-20.4395,976.9921
1.50,6.4412,-20.5471,976.1307
1.51,6.4412,-20.4688,976.7964
1.52,6.4607,-20.3905,976.3363
1.53,6.3726,-20.6548,976.5223
1.54,6.5195,-20.4590,976.1699
1.55,6.2454,-20.6646,976.3461
1.56,6.2748,-20.7723,976.4244
1.57,6.2160,-20.5373,976.2775
1.58,6.3433,-20.2633,976.2678
1.59,6.3433,-20.8800,976.0720
1.60,6.4314,-20.8702,976.3265
1.61,6.3139,-20.4982,976.6887
1.62,6.4216,-20.4492,976.3461
1.63,6.4999,-20.4590,976.0622
1.64,6.1867,-20.4101,976.5027
1.65,6.3531,-20.2633,976.2286
1.66,6.2650,-20.4590,976.6006
1.67,6.3531,-20.3514,976.3265
1.68,6.3726,-20.4982,976.0622
1.69,6.4803,-20.3905,976.5614
1.70,6.5391,-20.2730,976.3363
1.71,6.4999,-20.2828,976.4831
1.72,6.1377,-20.2535,976.6397
1.73,6.2160,-20.3807,976.3852
1.74,6.5782,-20.4297,976.6202
1.75,6.4412,-20.2339,976.6006
1.76,6.2062,-20.2828,976.3852
1.77,6.4607,-20.4688,976.6397
1.78,6.1671,-20.5373,976.1503
1.79,6.1769,-20.3024,976.4244
1.80,6.2943,-20.3220,976.6397
1.81,6.3726,-20.2045,976.6887
1.82,6.3237,-20.3514,976.3265
1.83,6.5097,-20.6450,976.3852
1.84,6.4999,-20.4590,976.7572
1.85,6.1867,-20.3905,976.3461
1.86,6.4510,-20.5765,976.2775
1.87,6.3922,-20.5765,976.0328
1.88,6.3726,-20.5080,976.4146
1.89,6.3335,-20.5569,976.4244
1.90,6.3041,-19.9989,976.9530
1.91,6.1867,-20.4101,976.5223
1.92,6.1867,-20.3611,976.0328
1.93,6.5488,-20.4101,976.5027
1.94,6.4118,-20.3611,976.4440
1.95,6.3139,-20.4297,976.4048
1.96,6.4705,-20.5178,976.6397
1.97,6.3922,-20.4492,976.7670
1.98,6.5880,-20.5276,976.3167
1.99,6.5586,-20.6157,976.2678
2.00,6.4118,-20.3611,976.8551
2.01,6.3629,-20.3905,976.0818
2.02,5.7853,-20.0675,976.7474
2.03,6.2454,-20.3514,976.0035
2.04,6.2454,-20.4590,975.8566
2.05,6.4607,-20.4884,976.0916
2.06,6.2356,-20.5276,976.2286
2.07,6.6663,-20.4395,977.0411
2.08,6.6076,-20.5080,976.6104
2.09,6.5293,-20.4395,976.1601
2.10,6.2748,-20.4590,976.8062
2.11,6.4999,-20.3807,976.2873
2.12,6.3335,-20.2535,976.6691
2.13,6.2258,-20.4590,976.3363
2.14,6.3531,-20.4101,976.1405
2.15,6.2845,-20.3416,977.0411
2.16,6.5195,-20.2241,976.0720
2.17,6.1964,-20.5276,975.9154
2.18,6.4999,-20.3122,976.7572
2.19,6.4412,-20.2045,976.0622
2.20,6.2552,-20.4884,976.2188
2.21,6.4118,-20.4590,976.3069
2.22,6.6076,-20.6646,976.3461
2.23,6.0496,-20.3611,976.2580
2.24,6.3922,-20.4590,976.4342
2.25,6.3041,-20.4688,976.5418
2.26,6.4705,-20.2730,976.1111
2.27,6.3531,-20.4297,976.2775
2.28,6.2160,-20.2535,975.9447
2.29,6.5097,-20.0870,976.6593
2.30,6.1475,-20.4395,976.3069
2.31,6.3531,-20.4101,976.1894
2.32,6.3531,-20.5276,976.6006
2.33,6.4803,-20.3807,976.2188
2.34,6.4216,-20.5765,976.2482
2.35,6.4216,-20.4590,976.0818
2.36,6.2845,-20.4884,976.0818
2.37,6.5978,-20.3905,976.2188
2.38,6.3237,-20.5667,976.5516
2.39,6.3041,-20.5471,976.5418
2.40,6.0986,-20.3905,976.1111
2.41,6.2258,-20.6254,976.2384
2.42,6.3629,-20.2535,976.7181
2.43,6.3041,-20.3122,976.3950
2.44,6.3629,-20.4492,976.8747
2.45,6.3629,-20.3416,976.7572
2.46,6.3139,-20.6157,976.3461
2.47,6.5391,-20.6352,976.7474
2.48,6.4216,-20.4884,976.8159
2.49,6.6761,-20.3514,976.0524
2.50,6.4705,-20.4982,976.6202
2.51,6.2454,-20.5373,976.4146
2.52,6.0692,-20.4492,976.5418
2.53,6.4510,-20.6450,976.3461
2.54,6.3726,-20.4884,976.6691
2.55,6.3922,-20.2535,976.6006
2.56,6.4803,-20.3416,976.8551
2.57,6.4705,-20.3024,976.3950
2.58,6.5782,-20.2535,976.2188
2.59,6.4510,-20.3122,976.5125
2.60,6.6467,-20.3514,976.5321
2.61,6.3139,-20.3905,976.3167
2.62,6.4118,-20.6548,976.3950
2.63,6.6663,-20.3709,976.8845
2.64,6.4607,-20.6646,976.6299
2.65,6.4901,-20.5863,976.2678
2.66,6.3922,-20.4101,976.0328
2.67,6.3726,-20.5276,975.6706
2.68,6.5488,-20.4884,975.5434
2.69,6.5293,-20.4982,976.5027
2.70,6.5195,-20.3611,976.1992
2.71,6.4020,-20.5373,976.1503
2.72,6.4901,-20.4101,976.1209
2.73,6.4510,-20.3611,976.2580
2.74,6.2943,-20.5471,976.0132
2.75,6.1573,-20.3220,976.5418
2.76,6.3531,-20.4982,976.4733
2.77,6.3629,-20.5373,976.3461
2.78,6.5097,-20.6254,975.9839
2.79,6.3726,-20.4395,976.3656
2.80,6.5488,-20.3905,976.5614
2.81,6.4705,-20.4688,976.8159
2.82,6.4412,-20.4688,976.5418
2.83,6.2748,-20.3122,976.2286
2.84,6.4803,-20.3318,976.4929
2.85,6.3922,-20.6646,976.1992
2.86,6.3531,-20.4492,976.2482
2.87,6.3335,-20.2828,976.2678
2.88,6.3433,-20.7135,976.4440
2.89,6.3237,-20.3611,976.5614
2.90,6.2943,-20.2339,976.1699
2.91,6.3433,-20.6352,976.1797
2.92,6.4314,-20.2535,976.5810
2.93,6.3824,-20.4003,976.5223
2.94,6.4412,-20.3905,976.5810
2.95,6.5488,-20.5373,976.4440
2.96,6.5097,-20.7135,976.6104
2.97,6.3041,-20.4786,976.3167
2.98,6.3237,-20.3709,976.2971
2.99,6.4705,-20.5569,976.6789
3.00,6.1769,-20.1360,975.8860
3.01,6.3531,-20.2730,976.4733
3.02,6.2454,-20.6352,976.4146
3.03,6.2160,-20.3122,976.9921
3.04,6.5195,-20.3024,976.3656
3.05,6.3726,-20.4590,976.6495
3.06,6.6076,-20.4003,976.4146
3.07,6.3824,-20.2241,976.0328
3.08,6.3629,-20.5178,976.2580
3.09,6.5880,-20.4101,976.0818
3.10,6.3629,-20.4786,976.5027
3.11,6.4118,-20.2730,976.4146
3.12,6.4803,-20.7038,976.7572
3.13,6.5097,-20.6940,976.1013
3.14,6.3433,-20.5276,976.0720
3.15,6.1475,-20.4101,976.4929
3.16,6.3335,-20.5080,976.6104
3.17,6.2454,-20.3220,975.8958
3.18,6.3922,-20.5471,976.6887
3.19,6.2160,-20.5373,976.1111
3.20,6.1377,-20.4786,976.2678
3.21,6.5978,-20.3416,976.4342
3.22,6.4705,-20.6646,976.6593
3.23,6.5097,-20.6254,977.0117
3.24,6.2552,-20.5080,976.3461
3.25,6.7348,-20.6548,976.2775
3.26,6.7348,-20.5569,976.3265
3.27,6.3237,-20.5961,976.4831
3.28,6.2062,-20.5667,975.8370
3.29,6.4999,-20.4395,976.1797
3.30,6.4314,-20.3807,976.3754
3.31,6.3041,-20.7821,976.0132
3.32,6.3041,-20.4199,976.7083
3.33,6.2356,-20.6157,976.3461
3.34,6.3726,-20.3905,976.4440
3.35,6.3041,-20.3416,976.6006
3.36,6.4314,-20.3611,976.5810
3.37,6.4412,-20.6352,976.4244
3.38,6.5684,-20.5667,976.3363
3.39,6.1475,-20.7135,976.4733
3.40,6.3433,-20.1947,976.5614
3.41,6.4901,-20.4786,976.4146
3.42,6.4607,-20.2437,976.7474
3.43,6.3824,-20.4003,976.2775
3.44,6.5586,-20.4492,976.4244
3.45,6.2748,-20.4199,976.4048
3.46,6.1671,-20.4688,976.7376
3.47,6.4803,-20.4884,977.0019
3.48,6.3041,-20.5471,976.4537
3.49,6.3433,-20.4492,976.4831
3.50,6.0692,-20.2535,976.1405
3.51,6.3629,-20.3416,976.4831
3.52,6.2258,-20.4688,976.3656
3.53,6.0790,-20.4101,976.4146
3.54,6.2748,-20.3709,975.9447
3.55,6.1279,-20.4199,976.3559
3.56,6.4607,-20.2241,976.1209
3.57,6.3629,-20.3611,976.8062
3.58,6.3041,-20.4884,976.8551
3.59,6.3041,-20.3024,976.4146
3.60,6.6957,-20.4003,976.1992
3.61,6.4803,-20.4688,976.4733
3.62,6.4803,-20.4982,976.1894
3.63,6.3041,-20.4492,976.2678
3.64,6.4999,-20.4786,976.8257
3.65,6.3824,-20.4101,976.0720
3.66,6.2356,-20.2339,976.6006
3.67,6.3629,-20.6059,976.5321
3.68,6.3726,-20.4786,975.9545
3.69,6.6859,-20.2437,976.6299
3.70,6.1671,-20.2241,976.6006
3.71,6.4020,-20.5765,976.3559
3.72,6.4118,-20.3807,976.4635
3.73,6.5684,-20.4395,976.2384
3.74,6.6076,-20.4590,976.2580
3.75,6.0888,-20.3318,975.9545
3.76,6.1964,-20.3514,976.7083
3.77,6.3433,-20.5080,976.6593
3.78,6.4510,-20.5667,976.4342
3.79,6.4412,-20.3611,976.5810
3.80,6.4020,-20.4101,976.0524
3.81,6.3433,-20.3122,976.1307
3.82,6.3824,-20.4297,976.0524
3.83,6.4510,-20.5765,976.8159
3.84,6.6272,-20.5765,976.3461
3.85,6.5978,-20.4786,975.8860
3.86,6.4314,-20.4884,976.5712
3.87,6.6174,-20.3024,976.4146
3.88,6.2845,-20.3709,976.4342
3.89,6.2356,-20.4101,976.2188
3.90,6.5195,-20.2339,975.9937
